experiment,n,seed,method,status,N_DCA,N_E,N_Av,first_escape_dca,q,S,runtime_sec,stages_completed,objective_gap,ref_feas,ref_stationarity,ref_complementarity,ref_shifted_psd
E1,100,9,cold_cc_dca,GREEN,70,1,33,17.0,-2.499999998961265,6.445887128648321e-05,0.007952134000106,1,1.0387375404263821e-09,6.661338147750939e-16,4.535715864392091e-15,3.3306690738754696e-15,-8.881784197001252e-16
E1,100,9,persistent_cc_dca,GREEN,70,1,31,17.0,-2.499999998961265,6.445887128648321e-05,0.026255629999923,1,1.0387375404263821e-09,6.661338147750939e-16,4.535715864392091e-15,3.3306690738754696e-15,-8.881784197001252e-16
E1,100,10,plain_dca,FIRST_ORDER,40,0,0,,-1.5,7.166815327035033e-11,0.0011553179999730001,0,1.000000000000004,8.881784197001252e-16,5.079250490204495e-15,4.4408920985006285e-15,1.77635683940025e-15
E1,100,10,post_dca,GREEN_POST,68,1,54,40.0,-2.500000000000001,9.013277906948626e-11,0.014779283999814001,1,3.9968028886505635e-15,8.881784197001252e-16,5.079250490204495e-15,4.4408920985006285e-15,1.77635683940025e-15
E1,100,10,cold_cc_dca,GREEN,69,1,34,17.0,-2.499999999224637,5.5690721193256824e-05,0.009898290999899001,1,7.753682140787532e-10,8.881784197001252e-16,5.079250490204495e-15,4.4408920985006285e-15,1.77635683940025e-15
E1,100,10,persistent_cc_dca,GREEN,69,1,31,17.0,-2.499999999224637,5.5690721193256824e-05,0.009733942999901001,1,7.753682140787532e-10,8.881784197001252e-16,5.079250490204495e-15,4.4408920985006285e-15,1.77635683940025e-15
E1,100,11,plain_dca,FIRST_ORDER,40,0,0,,-1.4999999999999991,7.161061473939897e-11,0.0016276189999180001,0,1.0,0.0,3.748615815907253e-15,5.551115123125781e-16,-1.77635683940025e-15
E1,100,11,post_dca,GREEN_POST,68,1,54,40.0,-2.500000000000001,9.013319442873088e-11,0.019432994999988,1,-2.664535259100375e-15,0.0,3.748615815907253e-15,5.551115123125781e-16,-1.77635683940025e-15
E1,100,11,cold_cc_dca,GREEN,67,1,34,17.0,-2.499999999074449,6.084573712199798e-05,0.036870589000045,1,9.255494148874277e-10,0.0,3.748615815907253e-15,5.551115123125781e-16,-1.77635683940025e-15
E1,100,11,persistent_cc_dca,GREEN,67,1,31,17.0,-2.499999999074449,6.084573712199798e-05,0.009583727000062001,1,9.255494148874277e-10,0.0,3.748615815907253e-15,5.551115123125781e-16,-1.77635683940025e-15
E1,100,12,plain_dca,FIRST_ORDER,40,0,0,,-1.5,7.162074552281066e-11,0.0016210390001560001,0,1.000000000000002,4.440892098500626e-16,4.5760772297656836e-15,2.2204460492503143e-15,1.77635683940025e-15
E1,100,12,post_dca,GREEN_POST,68,1,54,40.0,-2.5,9.013298786387519e-11,0.019679545999906,1,2.220446049250313e-15,4.440892098500626e-16,4.5760772297656836e-15,2.2204460492503143e-15,1.77635683940025e-15
E1,100,12,cold_cc_dca,GREEN,63,1,34,17.0,-2.4999999992204502,5.5840862140162505e-05,0.009624729000051001,1,7.795524226139605e-10,4.440892098500626e-16,4.5760772297656836e-15,2.2204460492503143e-15,1.77635683940025e-15
E1,100,12,persistent_cc_dca,GREEN,63,1,31,17.0,-2.4999999992204502,5.5840862140162505e-05,0.009373622000111001,1,7.795524226139605e-10,4.440892098500626e-16,4.5760772297656836e-15,2.2204460492503143e-15,1.77635683940025e-15
E1,100,13,plain_dca,FIRST_ORDER,40,0,0,,-1.4999999999999991,7.165545682255099e-11,0.0012362400000250002,0,1.000000000000001,2.220446049250313e-16,3.4900474601212073e-15,1.1102230246251561e-15,-8.881784197001252e-16
E1,100,13,post_dca,GREEN_POST,68,1,54,40.0,-2.5,9.013341336649569e-11,0.013917618000050001,1,4.440892098500626e-16,2.220446049250313e-16,3.4900474601212073e-15,1.1102230246251561e-15,-8.881784197001252e-16
E1,100,13,cold_cc_dca,GREEN,65,1,34,17.0,-2.499999998974111,6.405899547197051e-05,0.030141383,1,1.02588959549621e-09,2.220446049250313e-16,3.4900474601212073e-15,1.1102230246251561e-15,-8.881784197001252e-16
E1,100,13,persistent_cc_dca,GREEN,65,1,31,17.0,-2.499999998974111,6.405899547197051e-05,0.007282295999857,1,1.02588959549621e-09,2.220446049250313e-16,3.4900474601212073e-15,1.1102230246251561e-15,-8.881784197001252e-16
E1,100,14,plain_dca,FIRST_ORDER,40,0,0,,-1.5,7.161340803782832e-11,0.0011677369998320001,0,0.9999999999999981,0.0,4.417674201378695e-15,1.1102230246251561e-15,8.881784197001252e-16
E1,100,14,post_dca,GREEN_POST,68,1,54,40.0,-2.5,9.013226443314442e-11,0.013859240000101001,1,-1.332267629550187e-15,0.0,4.417674201378695e-15,1.1102230246251561e-15,8.881784197001252e-16
E1,100,14,cold_cc_dca,GREEN,58,1,34,17.0,-2.499999998966355,6.430071408073747e-05,0.006949305000034001,1,1.033643837189401e-09,0.0,4.417674201378695e-15,1.1102230246251561e-15,8.881784197001252e-16
E1,100,14,persistent_cc_dca,GREEN,58,1,31,17.0,-2.499999998966355,6.430071408073747e-05,0.0067719979999760005,1,1.033643837189401e-09,0.0,4.417674201378695e-15,1.1102230246251561e-15,8.881784197001252e-16
E1,100,15,plain_dca,FIRST_ORDER,40,0,0,,-1.4999999999999991,7.162008954118677e-11,0.0011657530001230002,0,0.9999999999999961,0.0,3.394778345345178e-15,2.77555756156289e-15,-1.77635683940025e-15
E1,100,15,post_dca,GREEN_POST,68,1,54,40.0,-2.500000000000001,9.013274460434393e-11,0.013892270000042001,1,-4.884981308350689e-15,0.0,3.394778345345178e-15,2.77555756156289e-15,-1.77635683940025e-15
E1,100,15,cold_cc_dca,GREEN,54,1,34,17.0,-2.499999999179543,5.7287192403371165e-05,0.006811297000012001,1,8.204525947519414e-10,0.0,3.394778345345178e-15,2.77555756156289e-15,-1.77635683940025e-15
E1,100,15,persistent_cc_dca,GREEN,54,1,31,17.0,-2.499999999179543,5.7287192403371165e-05,0.0067794479998610005,1,8.204525947519414e-10,0.0,3.394778345345178e-15,2.77555756156289e-15,-1.77635683940025e-15
E1,100,16,plain_dca,FIRST_ORDER,40,0,0,,-1.5,7.16124198071591e-11,0.001169870000012,0,0.9999999999999991,0.0,5.497543762792823e-15,5.551115123125779e-16,-3.552713678800501e-15
E1,100,16,post_dca,GREEN_POST,68,1,54,40.0,-2.499999999999999,9.013252600081793e-11,0.014419212999882,1,0.0,0.0,5.497543762792823e-15,5.551115123125779e-16,-3.552713678800501e-15
E1,100,16,cold_cc_dca,GREEN,79,1,34,17.0,-2.49999999904923,6.166910102478852e-05,0.007592471999942001,1,9.507692411148128e-10,0.0,5.497543762792823e-15,5.551115123125779e-16,-3.552713678800501e-15
E1,100,16,persistent_cc_dca,GREEN,79,1,31,17.0,-2.49999999904923,6.166910102478852e-05,0.007490308999877001,1,9.507692411148128e-10,0.0,5.497543762792823e-15,5.551115123125779e-16,-3.552713678800501e-15
E1,100,17,plain_dca,FIRST_ORDER,40,0,0,,-1.5,7.161076692694489e-11,0.001289569999926,0,1.000000000000002,4.440892098500626e-16,4.868461489857843e-15,2.2204460492503143e-15,3.552713678800501e-15
E1,100,17,post_dca,GREEN_POST,68,1,54,40.0,-2.5,9.013311030535113e-11,0.014227023000103001,1,1.77635683940025e-15,4.440892098500626e-16,4.868461489857843e-15,2.2204460492503143e-15,3.552713678800501e-15
E1,100,17,cold_cc_dca,GREEN,73,1,37,17.0,-2.499999999241376,5.508628942663462e-05,0.008396806000064,1,7.586260508674059e-10,4.440892098500626e-16,4.868461489857843e-15,2.2204460492503143e-15,3.552713678800501e-15
E1,100,17,persistent_cc_dca,GREEN,73,1,31,17.0,-2.499999999241376,5.508628942663462e-05,0.007184467999877001,1,7.586260508674059e-10,4.440892098500626e-16,4.868461489857843e-15,2.2204460492503143e-15,3.552713678800501e-15
E1,100,18,plain_dca,FIRST_ORDER,40,0,0,,-1.5,7.161037233585197e-11,0.001191702999904,0,1.000000000000002,6.661338147750939e-16,4.816585936542586e-15,3.330669073875468e-15,-1.77635683940025e-15
E1,100,18,post_dca,GREEN_POST,68,1,54,40.0,-2.499999999999999,9.01334710251063e-11,0.036882737000041,1,3.552713678800501e-15,6.661338147750939e-16,4.816585936542586e-15,3.330669073875468e-15,-1.77635683940025e-15
E1,100,18,cold_cc_dca,GREEN,70,1,34,17.0,-2.499999999106168,5.9794053027307694e-05,0.007408725000004001,1,8.938347839659855e-10,6.661338147750939e-16,4.816585936542586e-15,3.330669073875468e-15,-1.77635683940025e-15
E1,100,18,persistent_cc_dca,GREEN,70,1,31,17.0,-2.499999999106168,5.9794053027307694e-05,0.008538686000065,1,8.938347839659855e-10,6.661338147750939e-16,4.816585936542586e-15,3.330669073875468e-15,-1.77635683940025e-15
E1,100,19,plain_dca,FIRST_ORDER,40,0,0,,-1.5,7.164527840692321e-11,0.0012253339998550001,0,0.9999999999999961,0.0,5.432046903102443e-15,3.885780586188047e-15,-8.881784197001252e-16
E1,100,19,post_dca,GREEN_POST,68,1,54,40.0,-2.5,9.013312961022024e-11,0.013997018000054002,1,-3.9968028886505635e-15,0.0,5.432046903102443e-15,3.885780586188047e-15,-8.881784197001252e-16
E1,100,19,cold_cc_dca,GREEN,70,1,34,17.0,-2.499999998969682,6.419711115066175e-05,0.007263037000029,1,1.030314056293946e-09,0.0,5.432046903102443e-15,3.885780586188047e-15,-8.881784197001252e-16
E1,100,19,persistent_cc_dca,GREEN,70,1,31,17.0,-2.499999998969682,6.419711115066175e-05,0.007031949000065001,1,1.030314056293946e-09,0.0,5.432046903102443e-15,3.885780586188047e-15,-8.881784197001252e-16
E1,200,0,plain_dca,FIRST_ORDER,40,0,0,,-1.5,9.75958651449911e-11,0.0018081399998660002,0,1.000000000000001,4.440892098500626e-16,3.309826963320144e-15,2.220446049250311e-15,-3.552713678800501e-15
E1,200,0,post_dca,GREEN_POST,68,1,58,40.0,-2.499999999999999,9.01332890135145e-11,0.038960342000109005,1,1.77635683940025e-15,4.440892098500626e-16,3.309826963320144e-15,2.220446049250311e-15,-3.552713678800501e-15
E1,200,0,cold_cc_dca,GREEN,68,1,35,18.0,-2.499999999162998,5.786196488071947e-05,0.009799282000130001,1,8.370029114246336e-10,4.440892098500626e-16,3.309826963320144e-15,2.220446049250311e-15,-3.552713678800501e-15
E1,200,0,persistent_cc_dca,GREEN,68,1,32,18.0,-2.499999999162998,5.786196488071947e-05,0.009467742999959,1,8.370029114246336e-10,4.440892098500626e-16,3.309826963320144e-15,2.220446049250311e-15,-3.552713678800501e-15
E1,200,1,plain_dca,FIRST_ORDER,40,0,0,,-1.5,9.76001274750838e-11,0.0018801680000700002,0,0.9999999999999971,0.0,6.520168415616034e-15,1.665334536937734e-15,-2.664535259100375e-15
E1,200,1,post_dca,GREEN_POST,68,1,58,40.0,-2.5,9.013169095279447e-11,0.016215926000086003,1,-2.220446049250313e-15,0.0,6.520168415616034e-15,1.665334536937734e-15,-2.664535259100375e-15
E1,200,1,cold_cc_dca,GREEN,56,1,36,18.0,-2.4999999992208792,5.58254812142822e-05,0.009949007000159,1,7.79118991545147e-10,0.0,6.520168415616034e-15,1.665334536937734e-15,-2.664535259100375e-15
E1,200,1,persistent_cc_dca,GREEN,56,1,32,18.0,-2.4999999992208792,5.58254812142822e-05,0.036202423000077005,1,7.79118991545147e-10,0.0,6.520168415616034e-15,1.665334536937734e-15,-2.664535259100375e-15
E1,200,2,plain_dca,FIRST_ORDER,40,0,0,,-1.4999999999999991,9.760583295449684e-11,0.001876562999996,0,1.000000000000002,2.220446049250313e-16,4.614427459824391e-15,1.1102230246251561e-15,8.881784197001252e-16
E1,200,2,post_dca,GREEN_POST,68,1,58,40.0,-2.5,9.013156649786042e-11,0.015893720000121,1,1.332267629550187e-15,2.220446049250313e-16,4.614427459824391e-15,1.1102230246251561e-15,8.881784197001252e-16
E1,200,2,cold_cc_dca,GREEN,67,1,35,18.0,-2.49999999905398,6.151488089609377e-05,0.009866913999985,1,9.460210392830959e-10,2.220446049250313e-16,4.614427459824391e-15,1.1102230246251561e-15,8.881784197001252e-16
E1,200,2,persistent_cc_dca,GREEN,67,1,32,18.0,-2.49999999905398,6.151488089609377e-05,0.009451578999915,1,9.460210392830959e-10,2.220446049250313e-16,4.614427459824391e-15,1.1102230246251561e-15,8.881784197001252e-16
E1,200,3,plain_dca,FIRST_ORDER,40,0,0,,-1.5,9.75968686988103e-11,0.0017620610001350002,0,0.9999999999999991,0.0,4.6317294628848084e-15,0.0,-1.77635683940025e-15
E1,200,3,post_dca,GREEN_POST,68,1,58,40.0,-2.500000000000001,9.013263389363726e-11,0.018816066999988,1,-8.881784197001252e-16,0.0,4.6317294628848084e-15,0.0,-1.77635683940025e-15
E1,200,3,cold_cc_dca,GREEN,70,1,35,18.0,-2.4999999990706723,6.096976976969901e-05,0.028705695000098,1,9.29327725884832e-10,0.0,4.6317294628848084e-15,0.0,-1.77635683940025e-15
E1,200,3,persistent_cc_dca,GREEN,70,1,32,18.0,-2.4999999990706723,6.096976976969901e-05,0.009458549999862,1,9.29327725884832e-10,0.0,4.6317294628848084e-15,0.0,-1.77635683940025e-15
E1,200,4,plain_dca,FIRST_ORDER,40,0,0,,-1.5,9.759706119438849e-11,0.0025054699999600004,0,1.0,0.0,4.1778695527871334e-15,5.551115123125783e-16,0.0
E1,200,4,post_dca,GREEN_POST,68,1,58,40.0,-2.500000000000001,9.013256336396592e-11,0.016220732999954,1,-8.881784197001252e-16,0.0,4.1778695527871334e-15,5.551115123125783e-16,0.0
E1,200,4,cold_cc_dca,GREEN,71,1,35,18.0,-2.49999999909456,6.0181112680179124e-05,0.009773802999916,1,9.05440611376207e-10,0.0,4.1778695527871334e-15,5.551115123125783e-16,0.0
E1,200,4,persistent_cc_dca,GREEN,71,1,32,18.0,-2.49999999909456,6.0181112680179124e-05,0.009499410999978001,1,9.05440611376207e-10,0.0,4.1778695527871334e-15,5.551115123125783e-16,0.0
E1,200,5,plain_dca,FIRST_ORDER,40,0,0,,-1.5,9.7596419855307e-11,0.0017909040000170001,0,0.9999999999999971,0.0,3.033531976723769e-15,3.3306690738754696e-15,-8.881784197001252e-16
E1,200,5,post_dca,GREEN_POST,68,1,58,40.0,-2.5,9.013270316663762e-11,0.035143759999982004,1,-2.664535259100375e-15,0.0,3.033531976723769e-15,3.3306690738754696e-15,-8.881784197001252e-16
E1,200,5,cold_cc_dca,GREEN,59,1,35,18.0,-2.499999999163996,5.7827437346237886e-05,0.009954025000070001,1,8.360010461672118e-10,0.0,3.033531976723769e-15,3.3306690738754696e-15,-8.881784197001252e-16
E1,200,5,persistent_cc_dca,GREEN,59,1,32,18.0,-2.499999999163996,5.7827437346237886e-05,0.009151106999979002,1,8.360010461672118e-10,0.0,3.033531976723769e-15,3.3306690738754696e-15,-8.881784197001252e-16
E1,200,6,plain_dca,FIRST_ORDER,40,0,0,,-1.4999999999999991,9.761033054455776e-11,0.0018127670000460002,0,0.9999999999999961,0.0,9.754168238984783e-15,2.775557561562891e-15,0.0
E1,200,6,post_dca,GREEN_POST,68,1,58,40.0,-2.5,9.013208835772966e-11,0.015876294999998,1,-3.9968028886505635e-15,0.0,9.754168238984783e-15,2.775557561562891e-15,0.0
E1,200,6,cold_cc_dca,GREEN,64,1,35,18.0,-2.4999999992209583,5.582263923202454e-05,0.009446610999930001,1,7.790381673089541e-10,0.0,9.754168238984783e-15,2.775557561562891e-15,0.0
E1,200,6,persistent_cc_dca,GREEN,64,1,32,18.0,-2.4999999992209583,5.582263923202454e-05,0.036859972000002,1,7.790381673089541e-10,0.0,9.754168238984783e-15,2.775557561562891e-15,0.0
E1,200,7,plain_dca,FIRST_ORDER,40,0,0,,-1.5,9.75989446043716e-11,0.0018053159999450001,0,1.000000000000002,4.440892098500626e-16,4.9887186642641874e-15,2.220446049250313e-15,8.881784197001252e-16
E1,200,7,post_dca,GREEN_POST,68,1,58,40.0,-2.500000000000001,9.013190544178234e-11,0.016642878000084002,1,1.77635683940025e-15,4.440892098500626e-16,4.9887186642641874e-15,2.220446049250313e-15,8.881784197001252e-16
E1,200,7,cold_cc_dca,GREEN,60,1,35,18.0,-2.499999999150633,5.82878174613161e-05,0.009286200000133001,1,8.493694636513283e-10,4.440892098500626e-16,4.9887186642641874e-15,2.220446049250313e-15,8.881784197001252e-16
E1,200,7,persistent_cc_dca,GREEN,60,1,32,18.0,-2.499999999150633,5.82878174613161e-05,0.008970576000137,1,8.493694636513283e-10,4.440892098500626e-16,4.9887186642641874e-15,2.220446049250313e-15,8.881784197001252e-16
E1,200,8,plain_dca,FIRST_ORDER,40,0,0,,-1.5,9.759639402276114e-11,0.0019128380001800002,0,1.0,0.0,4.293531675059181e-15,0.0,-8.881784197001252e-16
E1,200,8,post_dca,GREEN_POST,68,1,58,40.0,-2.500000000000001,9.013286457169634e-11,0.016021431999888,1,0.0,0.0,4.293531675059181e-15,0.0,-8.881784197001252e-16
E1,200,8,cold_cc_dca,GREEN,67,1,35,18.0,-2.49999999927673,5.378738417487006e-05,0.032949430000144005,1,7.232707766036128e-10,0.0,4.293531675059181e-15,0.0,-8.881784197001252e-16
E1,200,8,persistent_cc_dca,GREEN,67,1,32,18.0,-2.49999999927673,5.378738417487006e-05,0.009525319999966001,1,7.232707766036128e-10,0.0,4.293531675059181e-15,0.0,-8.881784197001252e-16
E1,200,9,plain_dca,FIRST_ORDER,40,0,0,,-1.5,9.759583871080553e-11,0.0017851560000960002,0,0.9999999999999961,0.0,6.7931163875380015e-15,3.885780586188046e-15,-1.77635683940025e-15
E1,200,9,post_dca,GREEN_POST,68,1,58,40.0,-2.5,9.01332606873755e-11,0.016330016999972,1,-3.552713678800501e-15,0.0,6.7931163875380015e-15,3.885780586188046e-15,-1.77635683940025e-15
E1,200,9,cold_cc_dca,GREEN,67,1,35,18.0,-2.499999999207196,5.631354850335093e-05,0.009678239999857001,1,7.928004919222076e-10,0.0,6.7931163875380015e-15,3.885780586188046e-15,-1.77635683940025e-15
E1,200,9,persistent_cc_dca,GREEN,67,1,32,18.0,-2.499999999207196,5.631354850335093e-05,0.009535214999914,1,7.928004919222076e-10,0.0,6.7931163875380015e-15,3.885780586188046e-15,-1.77635683940025e-15
E1,200,10,plain_dca,FIRST_ORDER,40,0,0,,-1.4999999999999991,9.759553629465304e-11,0.0018932280001990002,0,1.000000000000004,6.661338147750939e-16,4.5333268638710655e-15,3.3306690738754696e-15,0.0
E1,200,10,post_dca,GREEN_POST,68,1,58,40.0,-2.5,9.013356682851265e-11,0.039682719999973005,1,3.9968028886505635e-15,6.661338147750939e-16,4.5333268638710655e-15,3.3306690738754696e-15,0.0
E1,200,10,cold_cc_dca,GREEN,79,1,38,18.0,-2.499999999175495,5.7428386992502645e-05,0.010981379999975002,1,8.245089055947119e-10,6.661338147750939e-16,4.5333268638710655e-15,3.3306690738754696e-15,0.0
E1,200,10,persistent_cc_dca,GREEN,79,1,32,18.0,-2.499999999175495,5.7428386992502645e-05,0.010069878999956,1,8.245089055947119e-10,6.661338147750939e-16,4.5333268638710655e-15,3.3306690738754696e-15,0.0
E1,200,11,plain_dca,FIRST_ORDER,40,0,0,,-1.5,9.759571517105076e-11,0.0018042140000030002,0,1.000000000000002,4.440892098500626e-16,3.90717803356763e-15,2.220446049250313e-15,8.881784197001252e-16
E1,200,11,post_dca,GREEN_POST,68,1,58,40.0,-2.5,9.013325090149169e-11,0.015928983999856,1,2.664535259100375e-15,4.440892098500626e-16,3.90717803356763e-15,2.220446049250313e-15,8.881784197001252e-16
E1,200,11,cold_cc_dca,GREEN,61,1,35,18.0,-2.4999999992143582,5.6058627402124636e-05,0.038632660000075,1,7.856453265731034e-10,4.440892098500626e-16,3.90717803356763e-15,2.220446049250313e-15,8.881784197001252e-16
E1,200,11,persistent_cc_dca,GREEN,61,1,32,18.0,-2.4999999992143582,5.6058627402124636e-05,0.009094542000184001,1,7.856453265731034e-10,4.440892098500626e-16,3.90717803356763e-15,2.220446049250313e-15,8.881784197001252e-16
E1,200,12,plain_dca,FIRST_ORDER,40,0,0,,-1.4999999999999991,9.760786675974546e-11,0.0018056869998870002,0,0.9999999999999981,0.0,5.1620737485720884e-15,0.0,-1.77635683940025e-15
E1,200,12,post_dca,GREEN_POST,68,1,58,40.0,-2.499999999999999,9.013180150806178e-11,0.016214233000027,1,-8.881784197001252e-16,0.0,5.1620737485720884e-15,0.0,-1.77635683940025e-15
E1,200,12,cold_cc_dca,GREEN,68,1,35,18.0,-2.499999999249823,5.4778666227374304e-05,0.009640803999900001,1,7.501745891147493e-10,0.0,5.1620737485720884e-15,0.0,-1.77635683940025e-15
E1,200,12,persistent_cc_dca,GREEN,68,1,32,18.0,-2.499999999249823,5.4778666227374304e-05,0.00947073799989,1,7.501745891147493e-10,0.0,5.1620737485720884e-15,0.0,-1.77635683940025e-15
E1,200,13,plain_dca,FIRST_ORDER,40,0,0,,-1.5,9.760257809654129e-11,0.0021390079998580003,0,0.9999999999999971,0.0,3.590071004922031e-15,2.775557561562891e-15,0.0
E1,200,13,post_dca,GREEN_POST,68,1,58,40.0,-2.499999999999999,9.013129328887014e-11,0.036045817000058,1,-2.220446049250313e-15,0.0,3.590071004922031e-15,2.775557561562891e-15,0.0
E1,200,13,cold_cc_dca,GREEN,66,1,35,18.0,-2.4999999992410302,5.5098840650639486e-05,0.010129618999826001,1,7.589671113805707e-10,0.0,3.590071004922031e-15,2.775557561562891e-15,0.0
E1,200,13,persistent_cc_dca,GREEN,66,1,32,18.0,-2.4999999992410302,5.5098840650639486e-05,0.009680963999926,1,7.589671113805707e-10,0.0,3.590071004922031e-15,2.775557561562891e-15,0.0
E1,200,14,plain_dca,FIRST_ORDER,40,0,0,,-1.5,9.760326055258791e-11,0.0018128570000040002,0,1.000000000000003,4.440892098500626e-16,4.317141597498564e-15,2.2204460492503143e-15,2.664535259100375e-15
E1,200,14,post_dca,GREEN_POST,68,1,58,40.0,-2.500000000000001,9.013296959055145e-11,0.01657553699988,1,3.108624468950438e-15,4.440892098500626e-16,4.317141597498564e-15,2.2204460492503143e-15,2.664535259100375e-15
E1,200,14,cold_cc_dca,GREEN,64,1,35,18.0,-2.4999999990956603,6.0144509493179734e-05,0.009615335000034001,1,9.043437110278774e-10,4.440892098500626e-16,4.317141597498564e-15,2.2204460492503143e-15,2.664535259100375e-15
E1,200,14,persistent_cc_dca,GREEN,64,1,32,18.0,-2.4999999990956603,6.0144509493179734e-05,0.0092429849999,1,9.043437110278774e-10,4.440892098500626e-16,4.317141597498564e-15,2.2204460492503143e-15,2.664535259100375e-15
E1,200,15,plain_dca,FIRST_ORDER,40,0,0,,-1.4999999999999991,9.75956704679075e-11,0.0018111550000410002,0,0.9999999999999971,0.0,3.794937695401678e-15,2.220446049250313e-15,8.881784197001252e-16
E1,200,15,post_dca,GREEN_POST,68,1,58,40.0,-2.500000000000001,9.013189149261478e-11,0.016832773000032,1,-3.9968028886505635e-15,0.0,3.794937695401678e-15,2.220446049250313e-15,8.881784197001252e-16
E1,200,15,cold_cc_dca,GREEN,68,1,35,18.0,-2.499999999007791,6.29987030638394e-05,0.009692952000023,1,9.922058730182926e-10,0.0,3.794937695401678e-15,2.220446049250313e-15,8.881784197001252e-16
E1,200,15,persistent_cc_dca,GREEN,68,1,32,18.0,-2.499999999007791,6.29987030638394e-05,0.00932908499999,1,9.922058730182926e-10,0.0,3.794937695401678e-15,2.220446049250313e-15,8.881784197001252e-16
E1,200,16,plain_dca,FIRST_ORDER,40,0,0,,-1.5,9.762801003169391e-11,0.0017976449998960001,0,1.000000000000002,4.440892098500626e-16,3.067329133532388e-15,2.2204460492503123e-15,-8.881784197001252e-16
E1,200,16,post_dca,GREEN_POST,68,1,58,40.0,-2.499999999999999,9.013343368712247e-11,0.016042223999875,1,3.108624468950438e-15,4.440892098500626e-16,3.067329133532388e-15,2.2204460492503123e-15,-8.881784197001252e-16
E1,200,16,cold_cc_dca,GREEN,64,1,35,18.0,-2.499999999031401,6.224461402162274e-05,0.032755808000047,1,9.686007551579223e-10,4.440892098500626e-16,3.067329133532388e-15,2.2204460492503123e-15,-8.881784197001252e-16
E1,200,16,persistent_cc_dca,GREEN,64,1,32,18.0,-2.499999999031401,6.224461402162274e-05,0.00943213000005,1,9.686007551579223e-10,4.440892098500626e-16,3.067329133532388e-15,2.2204460492503123e-15,-8.881784197001252e-16
E1,200,17,plain_dca,FIRST_ORDER,40,0,0,,-1.499999999999998,9.759819696669552e-11,0.001800739000145,0,1.0,0.0,4.513313449022589e-15,5.551115123125778e-16,-4.440892098500626e-15
E1,200,17,post_dca,GREEN_POST,68,1,58,40.0,-2.4999999999999982,9.013215521388308e-11,0.015962564000119,1,0.0,0.0,4.513313449022589e-15,5.551115123125778e-16,-4.440892098500626e-15
E1,200,17,cold_cc_dca,GREEN,50,1,35,18.0,-2.499999999160247,5.795693141402039e-05,0.008785147000025001,1,8.397509354551858e-10,0.0,4.513313449022589e-15,5.551115123125778e-16,-4.440892098500626e-15
E1,200,17,persistent_cc_dca,GREEN,50,1,32,18.0,-2.499999999160247,5.795693141402039e-05,0.00890265299995,1,8.397509354551858e-10,0.0,4.513313449022589e-15,5.551115123125778e-16,-4.440892098500626e-15
E1,200,18,plain_dca,FIRST_ORDER,40,0,0,,-1.4999999999999991,9.760312206058453e-11,0.001828990999911,0,0.9999999999999991,0.0,2.886815231854385e-15,1.1102230246251561e-15,0.0
E1,200,18,post_dca,GREEN_POST,68,1,58,40.0,-2.500000000000001,9.013291695902653e-11,0.035351784000113004,1,-1.77635683940025e-15,0.0,2.886815231854385e-15,1.1102230246251561e-15,0.0
E1,200,18,cold_cc_dca,GREEN,75,1,37,18.0,-2.4999999990633572,6.120925038629807e-05,0.010637402999918001,1,9.366427633494823e-10,0.0,2.886815231854385e-15,1.1102230246251561e-15,0.0
E1,200,18,persistent_cc_dca,GREEN,75,1,32,18.0,-2.4999999990633572,6.120925038629807e-05,0.009808435000195001,1,9.366427633494823e-10,0.0,2.886815231854385e-15,1.1102230246251561e-15,0.0
E1,200,19,plain_dca,FIRST_ORDER,40,0,0,,-1.5,9.760356485763711e-11,0.001772357000163,0,1.000000000000005,1.1102230246251561e-15,5.297713785087616e-15,5.5511151231257835e-15,0.0
E1,200,19,post_dca,GREEN_POST,68,1,58,40.0,-2.500000000000001,9.013301213575657e-11,0.016328343999930002,1,3.9968028886505635e-15,1.1102230246251561e-15,5.297713785087616e-15,5.5511151231257835e-15,0.0
E1,200,19,cold_cc_dca,GREEN,65,1,36,18.0,-2.499999999142463,5.8567513470333143e-05,0.009551299000122,1,8.575424814694088e-10,1.1102230246251561e-15,5.297713785087616e-15,5.5511151231257835e-15,0.0
E1,200,19,persistent_cc_dca,GREEN,65,1,32,18.0,-2.499999999142463,5.8567513470333143e-05,0.039641394999989005,1,8.575424814694088e-10,1.1102230246251561e-15,5.297713785087616e-15,5.5511151231257835e-15,0.0
E1,400,0,plain_dca,FIRST_ORDER,41,0,0,,-1.5,6.371346514817534e-11,0.005118341000070001,0,1.0,2.220446049250313e-16,6.1317120732482295e-15,1.1102230246251561e-15,-8.881784197001252e-16
E1,400,0,post_dca,GREEN_POST,69,1,62,41.0,-2.499999999999999,9.013280035883191e-11,0.04367302099990401,1,4.440892098500626e-16,2.220446049250313e-16,6.1317120732482295e-15,1.1102230246251561e-15,-8.881784197001252e-16
E1,400,0,cold_cc_dca,GREEN,67,1,37,18.0,-2.499999998966699,6.428996214846254e-05,0.020106909000105002,1,1.033300556230187e-09,2.220446049250313e-16,6.1317120732482295e-15,1.1102230246251561e-15,-8.881784197001252e-16
