experiment,n,seed,mode,final_delta,method,status,N_DCA,N_E,N_Av,first_escape_dca,q,S,runtime_sec,stages_completed,objective_gap,ref_feas,ref_stationarity,ref_complementarity,ref_shifted_psd
E4,400,13,progressive,0.0625,persistent_cc_dca,GREEN,74,1,128,15,-2.499999999999812,8.679224318279487e-07,0.23362489900000502,5,1.8562928971732612e-13,0.0,5.552289403817143e-15,2.2204460492503123e-15,-8.881784197001252e-16
E4,400,13,cold_final,0.0625,persistent_cc_dca,GREEN,67,1,92,25,-2.499999999999749,1.0013504110739638e-06,0.135712106000028,1,2.48689957516035e-13,0.0,5.552289403817143e-15,2.2204460492503123e-15,-8.881784197001252e-16
E4,400,14,progressive,0.0625,persistent_cc_dca,GREEN,85,1,128,15,-2.499999999999747,1.007045228187974e-06,0.259944351000285,5,2.549072064539359e-13,2.220446049250313e-16,3.574336300426299e-15,1.1102230246251561e-15,-8.881784197001252e-16
E4,400,14,cold_final,0.0625,persistent_cc_dca,GREEN,98,1,92,25,-2.499999999999805,8.833046478804892e-07,0.148191508999843,1,1.9628743075372763e-13,2.220446049250313e-16,3.574336300426299e-15,1.1102230246251561e-15,-8.881784197001252e-16
E4,400,15,progressive,0.0625,persistent_cc_dca,GREEN,69,1,128,15,-2.499999999999747,1.002750833656002e-06,0.227816365999842,5,2.48245868306185e-13,0.0,2.6602146144122993e-15,3.885780586188046e-15,-1.77635683940025e-15
E4,400,15,cold_final,0.0625,persistent_cc_dca,GREEN,82,1,92,25,-2.4999999999998073,8.795525074186944e-07,0.12998349300005402,1,1.887379141862766e-13,0.0,2.6602146144122993e-15,3.885780586188046e-15,-1.77635683940025e-15
E4,400,16,progressive,0.0625,persistent_cc_dca,GREEN,85,1,128,15,-2.49999999999984,7.968215940495504e-07,0.23410892700030603,5,1.612043831755727e-13,4.440892098500626e-16,4.4955336078845615e-15,2.2204460492503123e-15,-8.881784197001252e-16
E4,400,16,cold_final,0.0625,persistent_cc_dca,GREEN,97,1,92,25,-2.499999999999796,9.008511928604402e-07,0.14247055700025102,1,2.0516921495072888e-13,4.440892098500626e-16,4.4955336078845615e-15,2.2204460492503123e-15,-8.881784197001252e-16
E4,400,17,progressive,0.0625,persistent_cc_dca,GREEN,77,1,128,15,-2.499999999999834,8.140819696575418e-07,0.22403471999996302,5,1.612043831755727e-13,0.0,4.7447286765389946e-15,4.4408920985006285e-15,1.77635683940025e-15
E4,400,17,cold_final,0.0625,persistent_cc_dca,GREEN,87,1,92,25,-2.499999999999744,1.012548578634634e-06,0.11191894200010201,1,2.509104035652854e-13,0.0,4.7447286765389946e-15,4.4408920985006285e-15,1.77635683940025e-15
E4,400,18,progressive,0.0625,persistent_cc_dca,GREEN,89,1,128,15,-2.4999999999998233,8.405963817931331e-07,0.23608302499997003,5,1.816324868286756e-13,8.881784197001252e-16,4.247918670458611e-15,4.440892098500628e-15,8.881784197001252e-16
E4,400,18,cold_final,0.0625,persistent_cc_dca,GREEN,101,1,92,25,-2.499999999999777,9.472486288324697e-07,0.143426304000058,1,2.282618538629322e-13,8.881784197001252e-16,4.247918670458611e-15,4.440892098500628e-15,8.881784197001252e-16
E4,400,19,progressive,0.0625,persistent_cc_dca,GREEN,88,1,128,15,-2.499999999999836,8.091794058005133e-07,0.25571781600001403,5,1.674216321134736e-13,6.661338147750939e-16,6.09890534476223e-15,3.3306690738754712e-15,1.77635683940025e-15
E4,400,19,cold_final,0.0625,persistent_cc_dca,GREEN,88,1,92,25,-2.49999999999976,9.793087237244932e-07,0.11768877699978401,1,2.433608869978343e-13,6.661338147750939e-16,6.09890534476223e-15,3.3306690738754712e-15,1.77635683940025e-15
E4,800,0,progressive,0.0625,persistent_cc_dca,GREEN,68,1,132,15,-2.499999999999794,9.104531788328115e-07,0.35993561899977,5,2.113864638886298e-13,8.881784197001252e-16,7.347523771721658e-15,4.4408920985006285e-15,2.664535259100375e-15
E4,800,0,cold_final,0.0625,persistent_cc_dca,GREEN,80,1,97,25,-2.49999999999975,1.002058111999021e-06,0.21128280699986102,1,2.549072064539359e-13,8.881784197001252e-16,7.347523771721658e-15,4.4408920985006285e-15,2.664535259100375e-15
E4,800,1,progressive,0.0625,persistent_cc_dca,GREEN,76,1,132,15,-2.499999999999834,8.152359135721237e-07,0.302956040000026,5,1.652011860642233e-13,0.0,5.6394795184820225e-15,1.1102230246251571e-15,1.77635683940025e-15
E4,800,1,cold_final,0.0625,persistent_cc_dca,GREEN,88,1,97,25,-2.49999999999979,9.165785696246546e-07,0.149686767000275,1,2.0872192862952938e-13,0.0,5.6394795184820225e-15,1.1102230246251571e-15,1.77635683940025e-15
E4,800,2,progressive,0.0625,persistent_cc_dca,GREEN,77,1,132,15,-2.499999999999795,9.029090228272992e-07,0.35189731199989105,5,2.033928581113286e-13,0.0,5.261659586211896e-15,1.1102230246251561e-15,-8.881784197001252e-16
E4,800,2,cold_final,0.0625,persistent_cc_dca,GREEN,93,1,97,25,-2.4999999999998153,8.610312180434357e-07,0.20897525700002,1,1.842970220877759e-13,0.0,5.261659586211896e-15,1.1102230246251561e-15,-8.881784197001252e-16
E4,800,3,progressive,0.0625,persistent_cc_dca,GREEN,81,1,132,15,-2.499999999999798,9.017444038640992e-07,0.36991767100016604,5,2.073896609999792e-13,8.881784197001252e-16,7.201961992505102e-15,4.440892098500625e-15,-8.881784197001252e-16
E4,800,3,cold_final,0.0625,persistent_cc_dca,GREEN,93,1,97,25,-2.499999999999754,9.95580641742892e-07,0.17478249600026102,1,2.517985819849855e-13,8.881784197001252e-16,7.201961992505102e-15,4.440892098500625e-15,-8.881784197001252e-16
E4,800,4,progressive,0.0625,persistent_cc_dca,GREEN,72,1,132,15,-2.4999999999997913,9.0945216952908e-07,0.356541482000011,5,2.091660178393795e-13,4.440892098500626e-16,3.720154933565402e-15,2.220446049250311e-15,-3.552713678800501e-15
E4,800,4,cold_final,0.0625,persistent_cc_dca,GREEN,84,1,97,25,-2.499999999999747,1.004017905315228e-06,0.19539541099993502,1,2.540190280342358e-13,4.440892098500626e-16,3.720154933565402e-15,2.220446049250311e-15,-3.552713678800501e-15
E4,800,5,progressive,0.0625,persistent_cc_dca,GREEN,81,1,132,15,-2.4999999999998312,8.24253658545977e-07,0.34831353599975,5,1.70530256582424e-13,0.0,3.940244928886675e-15,0.0,0.0
E4,800,5,cold_final,0.0625,persistent_cc_dca,GREEN,93,1,97,25,-2.499999999999819,8.531634743442561e-07,0.291433512999901,1,1.8207657603852562e-13,0.0,3.940244928886675e-15,0.0,0.0
E4,800,6,progressive,0.0625,persistent_cc_dca,GREEN,83,1,132,15,-2.4999999999997833,9.325462340500271e-07,0.450093689999903,5,2.153832667772803e-13,0.0,4.0988866456706245e-15,1.1102230246251561e-15,8.881784197001252e-16
E4,800,6,cold_final,0.0625,persistent_cc_dca,GREEN,88,1,97,25,-2.499999999999786,9.264691926292168e-07,0.20710509199989202,1,2.1316282072803e-13,0.0,4.0988866456706245e-15,1.1102230246251561e-15,8.881784197001252e-16
E4,800,7,progressive,0.0625,persistent_cc_dca,GREEN,75,1,132,15,-2.499999999999822,8.469371959895434e-07,0.40210822000017205,5,1.780797731498751e-13,0.0,6.6402523477303006e-15,5.551115123125783e-16,0.0
E4,800,7,cold_final,0.0625,persistent_cc_dca,GREEN,87,1,97,25,-2.499999999999774,9.522531481284133e-07,0.27315451799995505,1,2.260414078136818e-13,0.0,6.6402523477303006e-15,5.551115123125783e-16,0.0
E4,800,8,progressive,0.0625,persistent_cc_dca,GREEN,68,1,132,15,-2.4999999999998233,8.413222899617341e-07,0.37508130600008305,5,1.7497114868092462e-13,0.0,4.605829584343464e-15,2.2204460492503123e-15,-1.77635683940025e-15
E4,800,8,cold_final,0.0625,persistent_cc_dca,GREEN,80,1,97,25,-2.499999999999776,9.467276968901356e-07,0.183265304000087,1,2.220446049250313e-13,0.0,4.605829584343464e-15,2.2204460492503123e-15,-1.77635683940025e-15
E4,800,9,progressive,0.0625,persistent_cc_dca,GREEN,88,1,132,15,-2.499999999999811,8.690242254600226e-07,0.273012311000002,5,1.8962609260597669e-13,0.0,8.493527769698513e-15,5.551115123125786e-16,2.664535259100375e-15
E4,800,9,cold_final,0.0625,persistent_cc_dca,GREEN,100,1,97,25,-2.499999999999761,9.79043051728075e-07,0.166975291000198,1,2.389199948993337e-13,0.0,8.493527769698513e-15,5.551115123125786e-16,2.664535259100375e-15
E4,800,10,progressive,0.0625,persistent_cc_dca,GREEN,83,1,132,15,-2.499999999999826,8.29108695558823e-07,0.355179025999859,5,1.745270594710746e-13,2.220446049250313e-16,4.369422660698774e-15,1.1102230246251561e-15,0.0
E4,800,10,cold_final,0.0625,persistent_cc_dca,GREEN,95,1,97,25,-2.499999999999782,9.329739518864124e-07,0.16062202700004402,1,2.184918912462308e-13,2.220446049250313e-16,4.369422660698774e-15,1.1102230246251561e-15,0.0
E4,800,11,progressive,0.0625,persistent_cc_dca,GREEN,81,1,132,15,-2.499999999999819,8.509700627782337e-07,0.40046289099973303,5,1.8030021919912542e-13,0.0,3.603064961152907e-15,5.551115123125782e-16,-8.881784197001252e-16
E4,800,11,cold_final,0.0625,persistent_cc_dca,GREEN,93,1,97,25,-2.499999999999771,9.588834257352265e-07,0.197473154999897,1,2.282618538629322e-13,0.0,3.603064961152907e-15,5.551115123125782e-16,-8.881784197001252e-16
E4,800,12,progressive,0.0625,persistent_cc_dca,GREEN,93,1,132,15,-2.499999999999798,8.972790069025167e-07,0.37794098600033904,5,2.033928581113286e-13,4.440892098500626e-16,7.587836376662975e-15,2.2204460492503103e-15,-5.329070518200752e-15
E4,800,12,cold_final,0.0625,persistent_cc_dca,GREEN,85,1,97,25,-2.499999999999764,9.705137769264805e-07,0.28638774899991404,1,2.371436380599334e-13,4.440892098500626e-16,7.587836376662975e-15,2.2204460492503103e-15,-5.329070518200752e-15
E4,800,13,progressive,0.0625,persistent_cc_dca,GREEN,66,1,132,15,-2.499999999999836,8.083620843587916e-07,0.342332997000085,5,1.669775429036235e-13,6.661338147750939e-16,4.912826726212737e-15,3.3306690738754704e-15,8.881784197001252e-16
E4,800,13,cold_final,0.0625,persistent_cc_dca,GREEN,78,1,97,25,-2.499999999999792,9.110627486058373e-07,0.19856407799989,1,2.109423746787797e-13,6.661338147750939e-16,4.912826726212737e-15,3.3306690738754704e-15,8.881784197001252e-16
E4,800,14,progressive,0.0625,persistent_cc_dca,GREEN,80,1,132,15,-2.499999999999822,8.438185264332162e-07,0.373228164000011,5,1.7674750552032492e-13,0.0,3.5327261320469544e-15,1.1102230246251561e-15,-8.881784197001252e-16
E4,800,14,cold_final,0.0625,persistent_cc_dca,GREEN,92,1,97,25,-2.499999999999773,9.527005387886276e-07,0.19104561399990402,1,2.255973186038318e-13,0.0,3.5327261320469544e-15,1.1102230246251561e-15,-8.881784197001252e-16
E4,800,15,progressive,0.0625,persistent_cc_dca,GREEN,88,1,132,15,-2.499999999999842,7.972256522891631e-07,0.33796377099997704,5,1.580957587066223e-13,0.0,4.6414635146279484e-15,5.551115123125785e-16,8.881784197001252e-16
E4,800,15,cold_final,0.0625,persistent_cc_dca,GREEN,100,1,97,25,-2.4999999999997993,8.994072183419442e-07,0.189200516000255,1,2.0117241206207831e-13,0.0,4.6414635146279484e-15,5.551115123125785e-16,8.881784197001252e-16
E4,800,16,progressive,0.0625,persistent_cc_dca,GREEN,73,1,132,15,-2.49999999999975,9.982681040641724e-07,0.313930536999578,5,2.48689957516035e-13,0.0,5.70799205511174e-15,1.1102230246251561e-15,0.0
E4,800,16,cold_final,0.0625,persistent_cc_dca,GREEN,86,1,97,25,-2.499999999999806,8.788532358025452e-07,0.18357541600016702,1,1.9273471707492712e-13,0.0,5.70799205511174e-15,1.1102230246251561e-15,0.0
E4,800,17,progressive,0.0625,persistent_cc_dca,GREEN,81,1,132,15,-2.499999999999754,9.919174028131876e-07,0.314985530000285,5,2.451372438372345e-13,0.0,3.5119296268363013e-15,0.0,-8.881784197001252e-16
E4,800,17,cold_final,0.0625,persistent_cc_dca,GREEN,94,1,97,25,-2.49999999999981,8.711127456338253e-07,0.19400037900004402,1,1.8918200339612662e-13,0.0,3.5119296268363013e-15,0.0,-8.881784197001252e-16
E4,800,18,progressive,0.0625,persistent_cc_dca,GREEN,79,1,132,15,-2.499999999999774,9.481386906998304e-07,0.47305987800018506,5,2.2382096176443153e-13,0.0,5.418046741040441e-15,1.665334536937734e-15,-2.664535259100375e-15
E4,800,18,cold_final,0.0625,persistent_cc_dca,GREEN,89,1,97,25,-2.499999999999779,9.399793684471646e-07,0.19211041499966003,1,2.189359804560808e-13,0.0,5.418046741040441e-15,1.665334536937734e-15,-2.664535259100375e-15
E4,800,19,progressive,0.0625,persistent_cc_dca,GREEN,96,1,132,15,-2.49999999999983,8.256881235120786e-07,0.399264782000045,5,1.7141843500212412e-13,2.220446049250313e-16,2.818636868019674e-15,1.1102230246251561e-15,0.0
E4,800,19,cold_final,0.0625,persistent_cc_dca,GREEN,108,1,97,25,-2.499999999999784,9.290779588942857e-07,0.20842966600002902,1,2.176037128265306e-13,2.220446049250313e-16,2.818636868019674e-15,1.1102230246251561e-15,0.0
