experiment,axis,value,n,seed,negfrac,bscale,method,status,N_DCA,N_E,N_Av,first_escape_dca,q,S,runtime_sec,stages_completed,objective_gap,ref_feas,ref_stationarity,ref_complementarity,ref_shifted_psd
E5,multiplicity,1.0,200,9,,,persistent_cc_dca,GREEN,80,1,123,15.0,-2.4999999999998233,8.447581033522875e-07,0.184360702000049,5,,,,,
E5,multiplicity,2.0,200,9,,,persistent_cc_dca,GREEN,79,1,123,15.0,-2.49999999999977,9.600558627297751e-07,0.171538670000245,5,,,,,
E5,multiplicity,4.0,200,9,,,persistent_cc_dca,GREEN,80,1,123,15.0,-2.499999999999819,8.477061536736575e-07,0.171962575000179,5,,,,,
E5,multiplicity,8.0,200,9,,,persistent_cc_dca,GREEN,89,1,123,15.0,-2.49999999999975,1.002925775329305e-06,0.20075321400008703,5,,,,,
E5,multiplicity,16.0,200,9,,,persistent_cc_dca,GREEN,84,1,123,14.0,-2.4999999999997993,8.962333017219878e-07,0.155626715999915,5,,,,,
E5,extra_negative,0.0,200,9,,,persistent_cc_dca,GREEN,80,1,123,15.0,-2.4999999999998233,8.447581033522875e-07,0.17552095700011702,5,,,,,
E5,extra_negative,2.0,200,9,,,persistent_cc_dca,GREEN,76,1,123,15.0,-2.499999999999774,9.500261349648091e-07,0.179777041000306,5,,,,,
E5,extra_negative,5.0,200,9,,,persistent_cc_dca,GREEN,75,1,123,15.0,-2.4999999999998312,8.236928223917512e-07,0.176206373999775,5,,,,,
E5,extra_negative,10.0,200,9,,,persistent_cc_dca,GREEN,75,1,123,14.0,-2.499999999999832,8.163645988625712e-07,0.150055509000139,5,,,,,
E5,extra_negative,20.0,200,9,,,persistent_cc_dca,GREEN,80,1,123,13.0,-2.4999999999998312,8.21742184114948e-07,0.177597412000068,5,,,,,
E5,dimension,100.0,100,9,,,persistent_cc_dca,GREEN,86,1,100,15.0,-2.499999999999832,8.186038152837231e-07,0.094459366999672,5,,,,,
E5,dimension,200.0,200,9,,,persistent_cc_dca,GREEN,80,1,123,15.0,-2.4999999999998233,8.447581033522875e-07,0.180123461999755,5,,,,,
E5,dimension,400.0,400,9,,,persistent_cc_dca,GREEN,77,1,128,15.0,-2.499999999999794,9.093244236282249e-07,0.26657577699961604,5,,,,,
E5,dimension,800.0,800,9,,,persistent_cc_dca,GREEN,86,1,132,15.0,-2.499999999999741,1.017137646827188e-06,0.39589255900000303,5,,,,,
E5,generic,0.0,100,9,0.1,0.1,persistent_cc_dca,GREEN,224,0,100,,-2.48589414560282,9.977448923044239e-07,0.12772121899979502,5,0.030056899274863002,0.0,6.524335077660595e-15,8.351725418453443e-14,0.015043664326349002
E5,generic,0.0,100,9,0.1,0.5,persistent_cc_dca,GREEN,406,1,100,255.0,-2.597363290277113,9.319636285435945e-07,0.098049411999909,5,7.434053372890048e-13,2.664535259100375e-15,6.65902393409319e-15,1.352512969588632e-14,0.07598075487760701
E5,generic,0.0,100,9,0.25,0.1,persistent_cc_dca,GREEN,580,0,100,,-2.486538423367884,1.005767027954986e-06,0.10879200599993001,5,0.029976656343517004,0.0,4.862731130538699e-15,1.352988785257836e-13,0.015078015739631
E5,generic,0.0,100,9,0.25,0.5,persistent_cc_dca,GREEN,1166,0,100,,-2.608748042088195,9.606208446386914e-07,0.14244254999994102,5,2.286615341517972e-12,1.034727858950645e-13,5.3478765481298595e-15,5.255057187850066e-13,0.07868532038888501
E5,generic,0.0,200,9,0.1,0.1,persistent_cc_dca,GREEN,393,0,123,,-2.501985893083046,9.877721878596174e-07,0.18526814999995603,5,-1.6345946818319132e-10,0.0,7.4051475888392e-15,1.654043654638345e-10,0.0009905015214700002
E5,generic,0.0,200,9,0.1,0.5,persistent_cc_dca,GREEN,373,0,123,,-2.529782600158723,9.478321274999849e-07,0.19348246900017302,5,1.663114090888484e-12,0.0,7.158479090748563e-15,1.20580502182834e-13,0.005035066348004
E5,generic,0.0,200,9,0.25,0.1,persistent_cc_dca,GREEN,895,0,123,,-2.502686250178668,1.0022148898757861e-06,0.254217960000005,5,-1.032245400267584e-10,0.0,8.380248475972749e-15,1.083731988995285e-10,0.000993889828476
E5,generic,0.0,200,9,0.25,0.5,persistent_cc_dca,GREEN,891,0,123,,-2.546939385922281,9.616175712598186e-07,0.22884123300036602,5,-6.895373161341922e-12,0.0,8.289265462770983e-15,1.1876362400042e-11,0.0055103906551990005
E5,generic,0.0,400,9,0.1,0.1,persistent_cc_dca,GREEN,868,0,128,,-2.5013011873508093,9.966702981386042e-07,0.32971970800008404,5,2.770992324485632e-09,5.533624669595838e-10,6.8339231092450994e-15,2.7669199791026494e-09,0.00019452765801300002
E5,generic,0.0,400,9,0.1,0.5,persistent_cc_dca,GREEN,867,0,128,,-2.5286302514936123,9.659380672601728e-07,0.316476621000219,5,3.1818991885756982e-12,0.0,7.400639484068166e-15,6.207370680488183e-13,0.0009860972445640001
E5,generic,0.0,400,9,0.25,0.1,persistent_cc_dca,GREEN,2015,0,128,,-2.5020688512748093,1.001861970862375e-06,0.48427496099975503,5,2.854853686784508e-09,5.688645110524249e-10,7.524234049635592e-15,2.8444335034477642e-09,0.00019503446512200001
E5,generic,0.0,400,9,0.25,0.5,persistent_cc_dca,GREEN,1999,0,128,,-2.547768518772336,9.637589528319614e-07,0.510030294999978,5,6.95177249099288e-12,0.0,7.34695105187569e-15,2.578483650261925e-12,0.001058572997641
E5,gap,0.1,200,10,,,persistent_cc_dca,GREEN,1655,1,123,16.0,-2.499999999994933,1.006693478216816e-06,0.223694523000176,5,,,,,
E5,gap,0.25,200,10,,,persistent_cc_dca,GREEN,669,1,123,15.0,-2.499999999997977,1.005587973282499e-06,0.200485464999928,5,,,,,
E5,gap,0.5,200,10,,,persistent_cc_dca,GREEN,340,1,123,14.0,-2.499999999999004,9.985036105273225e-07,0.20526559000018002,5,,,,,
E5,gap,1.0,200,10,,,persistent_cc_dca,GREEN,146,1,123,13.0,-2.499999999999583,9.112659073267171e-07,0.266093145000013,5,,,,,
E5,gap,2.0,200,10,,,persistent_cc_dca,GREEN,83,1,123,15.0,-2.499999999999749,1.001445458287101e-06,0.14508141399983202,5,,,,,
E5,multiplicity,1.0,200,10,,,persistent_cc_dca,GREEN,83,1,123,15.0,-2.499999999999749,1.001445458287101e-06,0.16306010300013402,5,,,,,
E5,multiplicity,2.0,200,10,,,persistent_cc_dca,GREEN,75,1,123,15.0,-2.499999999999843,7.926287251700115e-07,0.17076080400011,5,,,,,
E5,multiplicity,4.0,200,10,,,persistent_cc_dca,GREEN,81,1,123,15.0,-2.499999999999821,8.455562746638147e-07,0.16767723799966902,5,,,,,
E5,multiplicity,8.0,200,10,,,persistent_cc_dca,GREEN,89,1,123,15.0,-2.499999999999788,9.176773687579541e-07,0.162464037000063,5,,,,,
E5,multiplicity,16.0,200,10,,,persistent_cc_dca,GREEN,92,1,123,14.0,-2.4999999999998073,8.750015835687686e-07,0.16829546700000703,5,,,,,
E5,extra_negative,0.0,200,10,,,persistent_cc_dca,GREEN,83,1,123,15.0,-2.499999999999749,1.001445458287101e-06,0.17272171600006903,5,,,,,
E5,extra_negative,2.0,200,10,,,persistent_cc_dca,GREEN,85,1,123,15.0,-2.499999999999824,8.390185439458228e-07,0.16916632499987802,5,,,,,
E5,extra_negative,5.0,200,10,,,persistent_cc_dca,GREEN,86,1,123,15.0,-2.499999999999797,8.975545465773938e-07,0.144693350000125,5,,,,,
E5,extra_negative,10.0,200,10,,,persistent_cc_dca,GREEN,88,1,123,14.0,-2.499999999999819,8.501407767023403e-07,0.170719876000021,5,,,,,
E5,extra_negative,20.0,200,10,,,persistent_cc_dca,GREEN,88,1,123,13.0,-2.499999999999809,8.737826307735367e-07,0.169372990999818,5,,,,,
E5,dimension,100.0,100,10,,,persistent_cc_dca,GREEN,85,1,100,15.0,-2.499999999999793,9.111581982285722e-07,0.09064488600006301,5,,,,,
E5,dimension,200.0,200,10,,,persistent_cc_dca,GREEN,83,1,123,15.0,-2.499999999999749,1.001445458287101e-06,0.16515577400014,5,,,,,
E5,dimension,400.0,400,10,,,persistent_cc_dca,GREEN,85,1,128,15.0,-2.499999999999744,1.011898440661225e-06,0.22696283599998401,5,,,,,
E5,dimension,800.0,800,10,,,persistent_cc_dca,GREEN,76,1,132,15.0,-2.49999999999981,8.686789983461311e-07,0.32344863200023605,5,,,,,
E5,generic,0.0,100,10,0.1,0.1,persistent_cc_dca,GREEN,214,0,100,,-2.51276905542252,9.971288659922546e-07,0.098409575999994,5,6.075140390748857e-13,0.0,5.0441684369953475e-15,3.1325992147311535e-13,0.011713199347896
E5,generic,0.0,100,10,0.1,0.5,persistent_cc_dca,GREEN,194,0,100,,-2.584672021815321,9.158856217752946e-07,0.093815741999605,5,6.927791673660977e-13,0.0,5.341677385422963e-15,2.2466458333621572e-14,0.058996668981645004
E5,generic,0.0,100,10,0.25,0.1,persistent_cc_dca,GREEN,514,0,100,,-2.513581016009698,9.891748596639253e-07,0.09582278800007701,5,2.280842181789921e-12,0.0,8.611948737356066e-15,5.230289035569169e-14,0.011729308857297002
E5,generic,0.0,100,10,0.25,0.5,persistent_cc_dca,GREEN,410,0,100,,-2.603438365509281,9.543995075350518e-07,0.102446232999682,5,1.7319479184152442e-12,0.0,8.791000644123525e-15,2.809331740682451e-14,0.060842152199038005
E5,generic,0.0,200,10,0.1,0.1,persistent_cc_dca,GREEN,506,0,123,,-2.4960434298829632,9.863521779039534e-07,0.189901586999894,5,0.009466575792100002,0.0,5.067924161666988e-15,1.317160468154593e-10,0.004735961905875
E5,generic,0.0,200,10,0.1,0.5,persistent_cc_dca,GREEN,553,0,123,,-2.495918355922635,9.601389950026767e-07,0.19675643799973802,5,0.047008554395397,1.176836406102666e-14,4.8667327809020904e-15,5.912230606730126e-14,0.023833878754384002
E5,generic,0.0,200,10,0.25,0.1,persistent_cc_dca,GREEN,1254,0,123,,-2.496443579031348,1.0047587623159918e-06,0.243124489000365,5,0.009455592121396001,0.0,7.763566453921661e-15,1.4666117790642582e-10,0.004741229766867
E5,generic,0.0,200,10,0.25,0.5,persistent_cc_dca,GREEN,1672,0,123,,-2.506580454851096,9.646737488813743e-07,0.25278505200003504,5,0.045578783545541006,0.0,7.492913555130074e-15,1.832449918132268e-12,0.024426647473715
E5,generic,0.0,400,10,0.1,0.1,persistent_cc_dca,GREEN,744,0,128,,-2.5104411040280583,9.989708483294243e-07,0.322870141999828,5,-1.342690403305368e-10,0.0,7.549281024194508e-15,1.3807042077400472e-10,0.009537853058146
E5,generic,0.0,400,10,0.1,0.5,persistent_cc_dca,GREEN,585,0,128,,-2.569918303534651,9.629797295045648e-07,0.32113955199974903,5,2.752464922650688e-12,1.1102230246251561e-15,7.606752712959728e-15,5.6045929379593155e-15,0.048168533391376
E5,generic,0.0,400,10,0.25,0.1,persistent_cc_dca,GREEN,1551,0,128,,-2.510909823825081,1.0027921449297701e-06,0.46067589900030703,5,-1.577267205732369e-10,0.0,6.477553955230593e-15,1.664875116365602e-10,0.009558171128656002
E5,generic,0.0,400,10,0.25,0.5,persistent_cc_dca,GREEN,932,0,128,,-2.580184930288728,9.666889847840764e-07,0.371397627000078,5,4.498623695781134e-12,0.0,6.291240418532474e-15,3.5486717679289693e-13,0.049540869417095006
E5,gap,0.1,200,11,,,persistent_cc_dca,GREEN,1655,1,123,16.0,-2.499999999994936,1.006403565792119e-06,0.23296269399997901,5,,,,,
E5,gap,0.25,200,11,,,persistent_cc_dca,GREEN,668,1,123,15.0,-2.499999999997986,1.003691880614965e-06,0.22547130699967902,5,,,,,
E5,gap,0.5,200,11,,,persistent_cc_dca,GREEN,339,1,123,14.0,-2.499999999998985,1.0073339806126791e-06,0.20910633899984502,5,,,,,
E5,gap,1.0,200,11,,,persistent_cc_dca,GREEN,162,1,123,13.0,-2.499999999999588,9.072286010263358e-07,0.261685724000017,5,,,,,
E5,gap,2.0,200,11,,,persistent_cc_dca,GREEN,90,1,123,15.0,-2.4999999999998233,8.433192219753131e-07,0.15574657300021502,5,,,,,
E5,multiplicity,1.0,200,11,,,persistent_cc_dca,GREEN,90,1,123,15.0,-2.4999999999998233,8.433192219753131e-07,0.17799751399979802,5,,,,,
E5,multiplicity,2.0,200,11,,,persistent_cc_dca,GREEN,81,1,123,15.0,-2.499999999999764,9.717387901067353e-07,0.176738972000293,5,,,,,
E5,multiplicity,4.0,200,11,,,persistent_cc_dca,GREEN,74,1,123,15.0,-2.499999999999781,9.366331040610688e-07,0.178262240999629,5,,,,,
E5,multiplicity,8.0,200,11,,,persistent_cc_dca,GREEN,87,1,123,15.0,-2.499999999999747,1.004430348401436e-06,0.186908418000257,5,,,,,
E5,multiplicity,16.0,200,11,,,persistent_cc_dca,GREEN,80,1,123,14.0,-2.499999999999748,1.006073996137691e-06,0.147858244999952,5,,,,,
E5,extra_negative,0.0,200,11,,,persistent_cc_dca,GREEN,90,1,123,15.0,-2.4999999999998233,8.433192219753131e-07,0.17937659600011102,5,,,,,
E5,extra_negative,2.0,200,11,,,persistent_cc_dca,GREEN,90,1,123,15.0,-2.499999999999795,9.048430927206675e-07,0.176873956000235,5,,,,,
E5,extra_negative,5.0,200,11,,,persistent_cc_dca,GREEN,93,1,123,15.0,-2.499999999999833,8.159607844256698e-07,0.195137883999905,5,,,,,
E5,extra_negative,10.0,200,11,,,persistent_cc_dca,GREEN,93,1,123,14.0,-2.499999999999833,8.160812142961521e-07,0.18832348300020302,5,,,,,
E5,extra_negative,20.0,200,11,,,persistent_cc_dca,GREEN,93,1,123,13.0,-2.499999999999841,7.983803045909805e-07,0.15198740200003102,5,,,,,
E5,dimension,100.0,100,11,,,persistent_cc_dca,GREEN,74,1,100,15.0,-2.499999999999767,9.671114712186266e-07,0.089145032000033,5,,,,,
E5,dimension,200.0,200,11,,,persistent_cc_dca,GREEN,90,1,123,15.0,-2.4999999999998233,8.433192219753131e-07,0.17527882900003502,5,,,,,
E5,dimension,400.0,400,11,,,persistent_cc_dca,GREEN,91,1,128,15.0,-2.499999999999835,8.079528671850548e-07,0.267267913000068,5,,,,,
E5,dimension,800.0,800,11,,,persistent_cc_dca,GREEN,69,1,132,15.0,-2.4999999999998392,8.009575473332704e-07,0.355506981999951,5,,,,,
E5,generic,0.0,100,11,0.1,0.1,persistent_cc_dca,GREEN,195,0,100,,-2.5130693610469548,9.978563120930003e-07,0.092174572000203,5,7.722711359292589e-13,0.0,4.539071792115763e-15,1.5079938631903352e-13,0.012103764089289001
E5,generic,0.0,100,11,0.1,0.5,persistent_cc_dca,GREEN,182,0,100,,-2.584234017853109,9.588137503377465e-07,0.08756129699986501,5,7.962519532611623e-13,1.332267629550187e-15,4.761831918206357e-15,6.742780119434839e-15,0.061130338887988
E5,generic,0.0,100,11,0.25,0.1,persistent_cc_dca,GREEN,459,0,100,,-2.513740190209668,9.952339435190635e-07,0.09987552899974601,5,2.275957200481571e-12,0.0,5.9085708487194046e-15,9.014624408428257e-14,0.012130756380552
E5,generic,0.0,100,11,0.25,0.5,persistent_cc_dca,GREEN,363,0,100,,-2.598708048869491,9.646593592770343e-07,0.09669948400005501,5,1.6466827901240322e-12,0.0,6.0208796423733916e-15,2.25431513248498e-13,0.063607376875326
E5,generic,0.0,200,11,0.1,0.1,persistent_cc_dca,GREEN,510,0,123,,-2.493667777410591,9.813363443669823e-07,0.205659333999847,5,0.014339902960359,2.686739719592879e-13,6.117195443319935e-15,1.345297169337216e-12,0.007173413660884
E5,generic,0.0,200,11,0.1,0.5,persistent_cc_dca,GREEN,607,0,123,,-2.485313934797108,9.462102495862614e-07,0.252081346999602,5,0.071277312408628,0.0,6.219564628433309e-15,7.548054793768716e-14,0.03606174171687
E5,generic,0.0,200,11,0.25,0.1,persistent_cc_dca,GREEN,1296,0,123,,-2.494080108906049,1.000291962603826e-06,0.22111470299978403,5,0.014327152911516,2.788880237858393e-13,5.447792968111281e-15,1.396442353493618e-12,0.007179349393500001
E5,generic,0.0,200,11,0.25,0.5,persistent_cc_dca,GREEN,1018,0,123,,-2.566046675087453,9.548921425586915e-07,0.21154033000038902,5,3.380851154588526e-12,0.0,5.6877106423373224e-15,5.0326452904269255e-14,0.036670989923241006
E5,generic,0.0,400,11,0.1,0.1,persistent_cc_dca,GREEN,883,0,128,,-2.511445200680301,9.936193587944149e-07,0.33353274599994603,5,3.6193270602780103e-12,0.0,6.241774114553807e-15,1.151497321965129e-13,0.010514889005101
E5,generic,0.0,400,11,0.1,0.5,persistent_cc_dca,GREEN,617,0,128,,-2.5753851949527897,9.592478050386363e-07,0.315229000999806,5,2.666311615939776e-12,3.108624468950438e-15,5.6333177822360446e-15,1.570840761308514e-14,0.053169905205293
E5,generic,0.0,400,11,0.25,0.1,persistent_cc_dca,GREEN,1779,0,128,,-2.511931959835036,1.003689249580643e-06,0.46936178500027304,5,8.610445689782864e-12,0.0,8.208738657055975e-15,2.447640194848889e-14,0.010541577026593
E5,generic,0.0,400,11,0.25,0.5,persistent_cc_dca,GREEN,966,0,128,,-2.585759068350354,9.590326754519458e-07,0.341123756999877,5,4.54081217071689e-12,0.0,8.137312517927429e-15,7.856687017590668e-15,0.054767532112562
E5,gap,0.1,200,12,,,persistent_cc_dca,GREEN,1655,1,123,16.0,-2.499999999994931,1.00669297090462e-06,0.254234570999869,5,,,,,
E5,gap,0.25,200,12,,,persistent_cc_dca,GREEN,669,1,123,15.0,-2.499999999997975,1.005570365296784e-06,0.20909910099999202,5,,,,,
E5,gap,0.5,200,12,,,persistent_cc_dca,GREEN,340,1,123,14.0,-2.499999999999001,9.975027883168409e-07,0.19879914700004503,5,,,,,
E5,gap,1.0,200,12,,,persistent_cc_dca,GREEN,146,1,123,13.0,-2.49999999999957,9.245422649510904e-07,0.18802658300000902,5,,,,,
E5,gap,2.0,200,12,,,persistent_cc_dca,GREEN,83,1,123,15.0,-2.4999999999998312,8.16289902772465e-07,0.156708663999779,5,,,,,
E5,multiplicity,1.0,200,12,,,persistent_cc_dca,GREEN,83,1,123,15.0,-2.4999999999998312,8.16289902772465e-07,0.17495137800005903,5,,,,,
E5,multiplicity,2.0,200,12,,,persistent_cc_dca,GREEN,87,1,123,15.0,-2.499999999999755,9.86417411443087e-07,0.179836431999774,5,,,,,
E5,multiplicity,4.0,200,12,,,persistent_cc_dca,GREEN,85,1,123,15.0,-2.499999999999784,9.250747099172041e-07,0.18496713500007902,5,,,,,
E5,multiplicity,8.0,200,12,,,persistent_cc_dca,GREEN,86,1,123,15.0,-2.499999999999764,9.679681251346147e-07,0.179669018999902,5,,,,,
E5,multiplicity,16.0,200,12,,,persistent_cc_dca,GREEN,87,1,123,14.0,-2.499999999999827,8.29893539089127e-07,0.162200118999862,5,,,,,
E5,extra_negative,0.0,200,12,,,persistent_cc_dca,GREEN,83,1,123,15.0,-2.4999999999998312,8.16289902772465e-07,0.20195673700027303,5,,,,,
E5,extra_negative,2.0,200,12,,,persistent_cc_dca,GREEN,83,1,123,15.0,-2.4999999999998312,8.182981004658511e-07,0.160042571000303,5,,,,,
E5,extra_negative,5.0,200,12,,,persistent_cc_dca,GREEN,83,1,123,15.0,-2.499999999999827,8.300130231228981e-07,0.18013485100027501,5,,,,,
E5,extra_negative,10.0,200,12,,,persistent_cc_dca,GREEN,82,1,123,14.0,-2.49999999999975,9.942907236982042e-07,0.19585810599983203,5,,,,,
E5,extra_negative,20.0,200,12,,,persistent_cc_dca,GREEN,84,1,123,13.0,-2.4999999999997833,9.272460156965211e-07,0.17952446099980002,5,,,,,
E5,dimension,100.0,100,12,,,persistent_cc_dca,GREEN,78,1,100,15.0,-2.499999999999811,8.698531890119832e-07,0.10540171599996001,5,,,,,
E5,dimension,200.0,200,12,,,persistent_cc_dca,GREEN,83,1,123,15.0,-2.4999999999998312,8.16289902772465e-07,0.193867773999954,5,,,,,
E5,dimension,400.0,400,12,,,persistent_cc_dca,GREEN,83,1,128,15.0,-2.499999999999751,9.980935461688921e-07,0.2760874530004,5,,,,,
E5,dimension,800.0,800,12,,,persistent_cc_dca,GREEN,75,1,132,15.0,-2.4999999999998153,8.587174119395589e-07,0.388646511999922,5,,,,,
E5,generic,0.0,100,12,0.1,0.1,persistent_cc_dca,GREEN,220,0,100,,-2.524135329566881,9.533355201712824e-07,0.092989708000004,5,5.879741138414829e-13,0.0,5.253669617812556e-15,2.359001877592887e-13,0.023167837774765002
E5,generic,0.0,100,12,0.1,0.5,persistent_cc_dca,GREEN,190,0,100,,-2.6396242766327793,9.357812163187295e-07,0.099376448000384,5,6.830092047493963e-13,4.440892098500626e-16,5.0085309193804105e-15,2.272146655541612e-15,0.11641941561416201
E5,generic,0.0,100,12,0.25,0.1,persistent_cc_dca,GREEN,515,0,100,,-2.524620721435753,1.004101654766255e-06,0.10642348400006,5,2.111200103627197e-12,0.0,8.623962771414338e-15,1.7009407403483e-13,0.023184317647147002
E5,generic,0.0,100,12,0.25,0.5,persistent_cc_dca,GREEN,373,0,100,,-2.650420134988062,9.495165167167929e-07,0.10345633199995001,5,1.436184504655102e-12,0.0,8.747327603673276e-15,0.0,0.117813538591593
E5,generic,0.0,200,12,0.1,0.1,persistent_cc_dca,GREEN,469,0,123,,-2.50106670499138,9.864575995302952e-07,0.20148842000025902,5,1.020386886096957e-09,2.036837365437804e-10,5.097688081961551e-15,1.0184394321968252e-09,0.000101871058903
E5,generic,0.0,200,12,0.1,0.5,persistent_cc_dca,GREEN,486,0,123,,-2.524621161135589,9.568310045350056e-07,0.206104230000164,5,-2.525395004226993e-09,0.0,5.375196766272773e-15,2.5273063437000615e-09,0.0005232098395160001
E5,generic,0.0,200,12,0.25,0.1,persistent_cc_dca,GREEN,1125,0,123,,-2.501783456431821,1.0017732528075649e-06,0.24946934199988302,5,1.0164811214963261e-09,2.0224577568228594e-10,5.627193757844706e-15,1.011249600420665e-09,0.00010245954045500001
E5,generic,0.0,200,12,0.25,0.5,persistent_cc_dca,GREEN,1398,0,123,,-2.542473490133876,9.672782627988221e-07,0.262770095000178,5,7.692069203812935e-12,1.614264277804977e-13,6.926070447573763e-15,8.072330079887193e-13,0.0006248610442360001
E5,generic,0.0,400,12,0.1,0.1,persistent_cc_dca,GREEN,887,0,128,,-2.498333438033237,9.944653707524405e-07,0.39077736700028204,5,0.005536536662525,1.2012613126444189e-13,5.585838174936141e-15,6.009643797941755e-13,0.0027781088798320003
E5,generic,0.0,400,12,0.1,0.5,persistent_cc_dca,GREEN,1041,0,128,,-2.514383303251257,9.670404854342105e-07,0.42735676799975403,5,0.026438774212532,0.0,5.317080938445331e-15,4.3423603333981424e-14,0.014423687025716002
E5,generic,0.0,400,12,0.25,0.1,persistent_cc_dca,GREEN,2153,0,128,,-2.499249333377722,1.0043904990165578e-06,0.5562423079995821,5,0.005483963895457001,7.216449660063519e-14,6.733226452736274e-15,3.6102468967461213e-13,0.0028020242773290002
E5,generic,0.0,400,12,0.25,0.5,persistent_cc_dca,GREEN,3264,0,128,,-2.560174894211534,9.679974327017987e-07,0.7169353009999211,5,8.883560553840653e-12,0.0,6.9446085225295315e-15,4.5675200238451176e-14,0.017141823755159002
E5,gap,0.1,200,13,,,persistent_cc_dca,GREEN,1655,1,123,16.0,-2.499999999994931,1.006693431377436e-06,0.23023558500017302,5,,,,,
E5,gap,0.25,200,13,,,persistent_cc_dca,GREEN,669,1,123,15.0,-2.499999999997978,1.005515164319566e-06,0.200885852999817,5,,,,,
E5,gap,0.5,200,13,,,persistent_cc_dca,GREEN,340,1,123,14.0,-2.499999999999026,9.862538785342652e-07,0.20872543999985202,5,,,,,
E5,gap,1.0,200,13,,,persistent_cc_dca,GREEN,137,1,123,13.0,-2.499999999999541,9.57417628875474e-07,0.147129534000214,5,,,,,
E5,gap,2.0,200,13,,,persistent_cc_dca,GREEN,78,1,123,15.0,-2.499999999999822,8.460415846770036e-07,0.15429007800003,5,,,,,
E5,multiplicity,1.0,200,13,,,persistent_cc_dca,GREEN,78,1,123,15.0,-2.499999999999822,8.460415846770036e-07,0.149392356000134,5,,,,,
E5,multiplicity,2.0,200,13,,,persistent_cc_dca,GREEN,86,1,123,15.0,-2.499999999999755,9.90458445123626e-07,0.14980057799994,5,,,,,
E5,multiplicity,4.0,200,13,,,persistent_cc_dca,GREEN,87,1,123,15.0,-2.499999999999822,8.459284159595231e-07,0.196521243000006,5,,,,,
E5,multiplicity,8.0,200,13,,,persistent_cc_dca,GREEN,89,1,123,15.0,-2.499999999999827,8.337134639882203e-07,0.19673195999985102,5,,,,,
E5,multiplicity,16.0,200,13,,,persistent_cc_dca,GREEN,81,1,123,14.0,-2.499999999999768,9.62968851480247e-07,0.192091813999923,5,,,,,
E5,extra_negative,0.0,200,13,,,persistent_cc_dca,GREEN,78,1,123,15.0,-2.499999999999822,8.460415846770036e-07,0.172108345000197,5,,,,,
E5,extra_negative,2.0,200,13,,,persistent_cc_dca,GREEN,78,1,123,15.0,-2.499999999999761,9.784518436029932e-07,0.17672855799992201,5,,,,,
E5,extra_negative,5.0,200,13,,,persistent_cc_dca,GREEN,79,1,123,15.0,-2.499999999999821,8.483780257127232e-07,0.155925055999887,5,,,,,
E5,extra_negative,10.0,200,13,,,persistent_cc_dca,GREEN,78,1,123,14.0,-2.499999999999763,9.738070936653358e-07,0.16985457700002302,5,,,,,
E5,extra_negative,20.0,200,13,,,persistent_cc_dca,GREEN,78,1,123,13.0,-2.499999999999795,9.042957458198259e-07,0.180622413000037,5,,,,,
E5,dimension,100.0,100,13,,,persistent_cc_dca,GREEN,83,1,100,15.0,-2.499999999999825,8.344560167132637e-07,0.09258485899999801,5,,,,,
E5,dimension,200.0,200,13,,,persistent_cc_dca,GREEN,78,1,123,15.0,-2.499999999999822,8.460415846770036e-07,0.150391718999799,5,,,,,
E5,dimension,400.0,400,13,,,persistent_cc_dca,GREEN,86,1,128,15.0,-2.499999999999828,8.283856192403405e-07,0.24004354800035801,5,,,,,
E5,dimension,800.0,800,13,,,persistent_cc_dca,GREEN,83,1,132,15.0,-2.49999999999981,8.708477749382144e-07,0.40011801199989305,5,,,,,
E5,generic,0.0,100,13,0.1,0.1,persistent_cc_dca,GREEN,207,0,100,,-2.486161901301374,9.524511240113183e-07,0.09202531799974101,5,0.030469086485673,0.0,4.9244939489991136e-15,7.906645512513453e-14,0.01526278646566
E5,generic,0.0,100,13,0.1,0.5,persistent_cc_dca,GREEN,411,1,100,255.0,-2.609503767066868,9.086989933368031e-07,0.100324234000254,5,7.176481631177012e-13,4.218847493575595e-15,5.152127628497291e-15,2.1422307302205058e-14,0.077762904401419
E5,generic,0.0,100,13,0.25,0.1,persistent_cc_dca,GREEN,554,0,100,,-2.487637470205124,1.005399061553446e-06,0.108417429999917,5,0.030306754113805002,0.0,6.6197778596051736e-15,1.336353426080799e-14,0.015333993110644002
E5,generic,0.0,100,13,0.25,0.5,persistent_cc_dca,GREEN,873,0,100,,-2.636334699647183,9.548532480298304e-07,0.10890069500010201,5,1.77546866098055e-12,1.9984014443252814e-15,6.822109499497325e-15,1.016032944953056e-14,0.08422843587414601
E5,generic,0.0,200,13,0.1,0.1,persistent_cc_dca,GREEN,428,0,123,,-2.5012666309299263,9.890967951237391e-07,0.20105556499993302,5,1.063273913359808e-09,2.122468867327143e-10,7.693070988991011e-15,1.0613207297989181e-09,0.00040658375100400006
E5,generic,0.0,200,13,0.1,0.5,persistent_cc_dca,GREEN,429,0,123,,-2.523519017281694,9.515180664029301e-07,0.211268240999743,5,2.140509991477302e-12,6.838973831690964e-14,7.401326500231071e-15,3.420892806810827e-13,0.002055704554432
E5,generic,0.0,200,13,0.25,0.1,persistent_cc_dca,GREEN,1015,0,123,,-2.5018015000932783,1.000182948760085e-06,0.21744506799996002,5,1.068142907456604e-09,2.125830622645708e-10,7.889625153323463e-15,1.063001932271354e-09,0.00040746872106100005
