experiment,axis,value,n,seed,negfrac,bscale,method,status,N_DCA,N_E,N_Av,first_escape_dca,q,S,runtime_sec,stages_completed,objective_gap,ref_feas,ref_stationarity,ref_complementarity,ref_shifted_psd
E5,dimension,800.0,800,4,,,persistent_cc_dca,GREEN,78,1,132,15.0,-2.499999999999779,9.38988840027289e-07,0.370286329000009,5,,,,,
E5,generic,0.0,100,4,0.1,0.1,persistent_cc_dca,GREEN,220,0,100,,-2.513498147050857,9.51581332265372e-07,0.096671859999787,5,9.64561763794336e-13,2.531308496145357e-14,5.992223306415278e-15,1.268842928788465e-13,0.012596966038088001
E5,generic,0.0,100,4,0.1,0.5,persistent_cc_dca,GREEN,203,0,100,,-2.585279200320045,9.050290183360593e-07,0.10048045699977501,5,5.377920331284258e-13,0.0,5.9505425205060616e-15,1.568377502610145e-13,0.063329273355782
E5,generic,0.0,100,4,0.25,0.1,persistent_cc_dca,GREEN,527,0,100,,-2.513950472397299,9.983468422051786e-07,0.103033205000429,5,2.19912976717751e-12,0.0,7.70079590617673e-15,1.697359318687537e-13,0.012607734527890001
E5,generic,0.0,100,4,0.25,0.5,persistent_cc_dca,GREEN,430,0,100,,-2.595638452903483,9.505270434369469e-07,0.10009959299986801,5,1.5427659150191171e-12,0.0,7.625381291492455e-15,1.990400404959163e-13,0.064387865588797
E5,generic,0.0,200,4,0.1,0.1,persistent_cc_dca,GREEN,502,0,123,,-2.493606745331033,9.883393723678573e-07,0.20527583200009702,5,0.015617668051858002,3.819167204710538e-14,5.213858969908059e-15,1.912575182732255e-13,0.007833069925026
E5,generic,0.0,200,4,0.1,0.5,persistent_cc_dca,GREEN,624,0,123,,-2.498100027152781,9.596819851895735e-07,0.19741813500013403,5,0.074983637505613,2.153832667772803e-13,4.881069113694013e-15,1.0856180089461349e-12,0.040400887171663
E5,generic,0.0,200,4,0.25,0.1,persistent_cc_dca,GREEN,1281,0,123,,-2.494898368773566,9.994749397002154e-07,0.255677673000263,5,0.015484796587268002,0.0,6.8869631997341495e-15,2.2906688272582983e-13,0.007890911101788
E5,generic,0.0,200,4,0.25,0.5,persistent_cc_dca,GREEN,1596,0,123,,-2.597117685945155,9.610301053209489e-07,0.22666765899975802,5,3.0047075938455233e-12,0.0,6.6276357341070715e-15,7.27138711113801e-13,0.045826854266220005
E5,generic,0.0,400,4,0.1,0.1,persistent_cc_dca,GREEN,1061,0,128,,-2.49820179505589,1.003967138004122e-06,0.35591380100004205,5,0.005349092006269001,0.0,8.297333125986672e-15,7.570221873904723e-13,0.002677683115082
E5,generic,0.0,400,4,0.1,0.5,persistent_cc_dca,GREEN,1016,0,128,,-2.535099151843446,9.671001447318878e-07,0.33678152899983604,5,3.501643419667743e-12,5.773159728050815e-15,8.028314327552851e-15,2.8944103713224234e-14,0.013563642209601
E5,generic,0.0,400,4,0.25,0.1,persistent_cc_dca,GREEN,2766,0,128,,-2.498659228627394,1.004931941646591e-06,0.584399566999763,5,0.005334260693523001,5.950795411990839e-14,9.035860986536695e-15,2.9769952782688784e-13,0.00268463652815
E5,generic,0.0,400,4,0.25,0.5,persistent_cc_dca,GREEN,1904,0,128,,-2.545521714677713,9.685496407637726e-07,0.48078202200031206,5,7.808420576793651e-12,1.7319479184152442e-14,8.760760144215121e-15,8.684545306821796e-14,0.01432243688267
E5,gap,0.1,200,5,,,persistent_cc_dca,GREEN,1655,1,123,16.0,-2.499999999994933,1.0066916397418659e-06,0.23019153600034703,5,,,,,
E5,gap,0.25,200,5,,,persistent_cc_dca,GREEN,669,1,123,15.0,-2.499999999997998,1.000332267149706e-06,0.205539253000097,5,,,,,
E5,gap,0.5,200,5,,,persistent_cc_dca,GREEN,340,1,123,14.0,-2.499999999999055,9.71046143330895e-07,0.186980258999938,5,,,,,
E5,gap,1.0,200,5,,,persistent_cc_dca,GREEN,174,1,123,13.0,-2.499999999999536,9.629306782204135e-07,0.176465349999944,5,,,,,
E5,gap,2.0,200,5,,,persistent_cc_dca,GREEN,84,1,123,15.0,-2.499999999999842,7.933327383158548e-07,0.18617403700000001,5,,,,,
E5,multiplicity,1.0,200,5,,,persistent_cc_dca,GREEN,84,1,123,15.0,-2.499999999999842,7.933327383158548e-07,0.172622373000194,5,,,,,
E5,multiplicity,2.0,200,5,,,persistent_cc_dca,GREEN,77,1,123,15.0,-2.499999999999779,9.403553367134725e-07,0.15123228300035402,5,,,,,
E5,multiplicity,4.0,200,5,,,persistent_cc_dca,GREEN,83,1,123,15.0,-2.499999999999837,8.083953426198869e-07,0.14966817100003002,5,,,,,
E5,multiplicity,8.0,200,5,,,persistent_cc_dca,GREEN,86,1,123,15.0,-2.499999999999802,8.909279820365388e-07,0.24322022500018603,5,,,,,
E5,multiplicity,16.0,200,5,,,persistent_cc_dca,GREEN,82,1,123,14.0,-2.499999999999754,9.901983548828894e-07,0.164373821000026,5,,,,,
E5,extra_negative,0.0,200,5,,,persistent_cc_dca,GREEN,84,1,123,15.0,-2.499999999999842,7.933327383158548e-07,0.180829420000009,5,,,,,
E5,extra_negative,2.0,200,5,,,persistent_cc_dca,GREEN,78,1,123,15.0,-2.499999999999749,1.001442145605127e-06,0.178438131999882,5,,,,,
E5,extra_negative,5.0,200,5,,,persistent_cc_dca,GREEN,76,1,123,15.0,-2.499999999999784,9.28978157419832e-07,0.171977535999758,5,,,,,
E5,extra_negative,10.0,200,5,,,persistent_cc_dca,GREEN,75,1,123,14.0,-2.499999999999776,9.460481796894075e-07,0.14746527700026402,5,,,,,
E5,extra_negative,20.0,200,5,,,persistent_cc_dca,GREEN,81,1,123,13.0,-2.499999999999829,8.265833352332319e-07,0.17092194900033,5,,,,,
E5,dimension,100.0,100,5,,,persistent_cc_dca,GREEN,79,1,100,15.0,-2.499999999999794,9.078468272530426e-07,0.09429253000007501,5,,,,,
E5,dimension,200.0,200,5,,,persistent_cc_dca,GREEN,84,1,123,15.0,-2.499999999999842,7.933327383158548e-07,0.178112453000267,5,,,,,
E5,dimension,400.0,400,5,,,persistent_cc_dca,GREEN,76,1,128,15.0,-2.499999999999837,8.080930660934276e-07,0.238674759999867,5,,,,,
E5,dimension,800.0,800,5,,,persistent_cc_dca,GREEN,69,1,132,15.0,-2.499999999999837,8.084205410733337e-07,0.44072941500007806,5,,,,,
E5,generic,0.0,100,5,0.1,0.1,persistent_cc_dca,GREEN,204,0,100,,-2.49035907826787,1.004081252170736e-06,0.09317820400019601,5,0.02085810588929,0.0,4.4394203254542165e-15,1.017973800181476e-13,0.010433253737951
E5,generic,0.0,100,5,0.1,0.5,persistent_cc_dca,GREEN,349,1,100,223.0,-2.571602086037127,9.32972784716056e-07,0.108368095000059,5,7.429612480791548e-13,0.0,4.592841485494213e-15,8.413946213722327e-15,0.052406004378036004
E5,generic,0.0,100,5,0.25,0.1,persistent_cc_dca,GREEN,518,0,100,,-2.4907464639003223,1.000508894933042e-06,0.12174597700004501,5,0.020842755208311,0.0,6.6314355951245354e-15,3.782640362566359e-14,0.010440508038368001
E5,generic,0.0,100,5,0.25,0.5,persistent_cc_dca,GREEN,986,1,100,645.0,-2.58024035712998,9.640480369481136e-07,0.12677247999999902,5,1.830979812211808e-12,0.0,6.585331797467714e-15,2.58066636125339e-14,0.053168723003627
E5,generic,0.0,200,5,0.1,0.1,persistent_cc_dca,GREEN,436,0,123,,-2.496466720078303,9.89450394319964e-07,0.208444521999808,5,0.00920306566041,0.0,7.443189896653468e-15,2.783671397474053e-12,0.004607372609203001
E5,generic,0.0,200,5,0.1,0.5,persistent_cc_dca,GREEN,509,0,123,,-2.549376023602107,9.489235967873435e-07,0.214681211000424,5,-4.7866155483689e-11,0.0,7.044902940106203e-15,4.9535923661200854e-11,0.023360857050416003
E5,generic,0.0,200,5,0.25,0.1,persistent_cc_dca,GREEN,1122,0,123,,-2.497253835350843,1.0033167738572039e-06,0.22308388600004,5,0.009174179813347,0.0,6.545969339539936e-15,4.9867301378649734e-12,0.004620833579033001
E5,generic,0.0,200,5,0.25,0.5,persistent_cc_dca,GREEN,1048,0,123,,-2.5670963342432023,9.670770148710938e-07,0.22470099800011603,5,3.892441924335799e-12,0.0,6.77662396072285e-15,2.091998610675935e-13,0.024812887199860002
E5,generic,0.0,400,5,0.1,0.1,persistent_cc_dca,GREEN,880,0,128,,-2.504111229315452,1.004790411355247e-06,0.34466979800026804,5,4.358735594678364e-12,6.306066779870889e-14,6.3144449668415256e-15,3.1549912863542423e-13,0.003104782247227
E5,generic,0.0,400,5,0.1,0.5,persistent_cc_dca,GREEN,808,0,128,,-2.5405818860129212,9.65080859224198e-07,0.33286348299998203,5,3.3804070653786762e-12,0.0,6.6566062159869295e-15,1.058018831626449e-14,0.015677069330365
E5,generic,0.0,400,5,0.25,0.1,persistent_cc_dca,GREEN,1985,0,128,,-2.504711162610873,1.001564489106098e-06,0.528083274999971,5,1.0381029369455059e-11,1.1213252548714081e-13,7.342530944430046e-15,5.610113906407234e-13,0.0031102769112190004
E5,generic,0.0,400,5,0.25,0.5,persistent_cc_dca,GREEN,1615,0,128,,-2.55505447533284,9.597552233303323e-07,0.45584102099974105,5,6.699529819798045e-12,0.0,7.763036074130623e-15,4.93433958149125e-13,0.016318261969183002
E5,gap,0.1,200,6,,,persistent_cc_dca,GREEN,1655,1,123,16.0,-2.499999999994933,1.0066934424173759e-06,0.255910689999836,5,,,,,
E5,gap,0.25,200,6,,,persistent_cc_dca,GREEN,669,1,123,15.0,-2.499999999997977,1.005531109593464e-06,0.221983172999898,5,,,,,
E5,gap,0.5,200,6,,,persistent_cc_dca,GREEN,340,1,123,14.0,-2.499999999999012,9.93838378314245e-07,0.22058874599997502,5,,,,,
E5,gap,1.0,200,6,,,persistent_cc_dca,GREEN,159,1,123,13.0,-2.499999999999528,9.704976886045754e-07,0.18659582199961702,5,,,,,
E5,gap,2.0,200,6,,,persistent_cc_dca,GREEN,89,1,123,15.0,-2.499999999999816,8.558468427811195e-07,0.176723514000059,5,,,,,
E5,multiplicity,1.0,200,6,,,persistent_cc_dca,GREEN,89,1,123,15.0,-2.499999999999816,8.558468427811195e-07,0.180981143000281,5,,,,,
E5,multiplicity,2.0,200,6,,,persistent_cc_dca,GREEN,78,1,123,15.0,-2.499999999999765,9.678078391686443e-07,0.188389938,5,,,,,
E5,multiplicity,4.0,200,6,,,persistent_cc_dca,GREEN,87,1,123,15.0,-2.499999999999838,8.049465626103322e-07,0.205081962000349,5,,,,,
E5,multiplicity,8.0,200,6,,,persistent_cc_dca,GREEN,80,1,123,15.0,-2.499999999999817,8.554622097388419e-07,0.186884264000127,5,,,,,
E5,multiplicity,16.0,200,6,,,persistent_cc_dca,GREEN,85,1,123,14.0,-2.499999999999788,9.208722404453324e-07,0.156889607999801,5,,,,,
E5,extra_negative,0.0,200,6,,,persistent_cc_dca,GREEN,89,1,123,15.0,-2.499999999999816,8.558468427811195e-07,0.153847956999925,5,,,,,
E5,extra_negative,2.0,200,6,,,persistent_cc_dca,GREEN,89,1,123,15.0,-2.499999999999769,9.595439764276906e-07,0.176764376999926,5,,,,,
E5,extra_negative,5.0,200,6,,,persistent_cc_dca,GREEN,89,1,123,15.0,-2.499999999999743,1.011139692788028e-06,0.216030687000056,5,,,,,
E5,extra_negative,10.0,200,6,,,persistent_cc_dca,GREEN,89,1,123,14.0,-2.499999999999781,9.348668256457936e-07,0.187091532000067,5,,,,,
E5,extra_negative,20.0,200,6,,,persistent_cc_dca,GREEN,91,1,123,13.0,-2.499999999999827,8.296443932092062e-07,0.20356341599972402,5,,,,,
E5,dimension,100.0,100,6,,,persistent_cc_dca,GREEN,87,1,100,15.0,-2.499999999999833,8.167001934369272e-07,0.107128525999996,5,,,,,
E5,dimension,200.0,200,6,,,persistent_cc_dca,GREEN,89,1,123,15.0,-2.499999999999816,8.558468427811195e-07,0.20181223400004403,5,,,,,
E5,dimension,400.0,400,6,,,persistent_cc_dca,GREEN,75,1,128,15.0,-2.499999999999843,7.960948279758051e-07,0.299341294999976,5,,,,,
E5,dimension,800.0,800,6,,,persistent_cc_dca,GREEN,79,1,132,15.0,-2.499999999999841,7.968563184727159e-07,0.43244791000006405,5,,,,,
E5,generic,0.0,100,6,0.1,0.1,persistent_cc_dca,GREEN,228,0,100,,-2.512182550637333,1.006580883628177e-06,0.10219799600008601,5,1.092903545441004e-12,3.042011087472929e-14,5.082296468128808e-15,1.5244178034041349e-13,0.011217117786725002
E5,generic,0.0,100,6,0.1,0.5,persistent_cc_dca,GREEN,213,0,100,,-2.579744194063148,9.416557055083485e-07,0.09816209700011301,5,7.611689056830073e-13,0.0,5.111073145495592e-15,1.010546157605905e-14,0.056772554260711004
E5,generic,0.0,100,6,0.25,0.1,persistent_cc_dca,GREEN,555,0,100,,-2.512970437227532,9.90653729314374e-07,0.15501615799985302,5,2.275957200481571e-12,0.0,7.576322513085838e-15,8.345405971652723e-14,0.011248963225428002
E5,generic,0.0,100,6,0.25,0.5,persistent_cc_dca,GREEN,483,0,100,,-2.596710388105981,9.544788522483576e-07,0.11780366699986101,5,1.936228954946273e-12,5.995204332975846e-15,7.764769707736595e-15,3.033420381971358e-14,0.059744778483065
E5,generic,0.0,200,6,0.1,0.1,persistent_cc_dca,GREEN,440,0,123,,-2.500425501664678,9.995028255133844e-07,0.19938839699989303,5,0.000988657771585,0.0,6.293942663498887e-15,3.770396112040607e-10,0.0004945984375240001
E5,generic,0.0,200,6,0.1,0.5,persistent_cc_dca,GREEN,446,0,123,,-2.5205403844123353,9.539808692526007e-07,0.21994978500015303,5,0.004910845027207,2.642330798607872e-13,6.120967526412615e-15,1.3218231417728569e-12,0.0024892510402860003
E5,generic,0.0,200,6,0.25,0.1,persistent_cc_dca,GREEN,1051,0,123,,-2.500901219614835,9.97052987587717e-07,0.24900641299973303,5,0.0009876578571560001,0.0,8.033688350240516e-15,3.3268906429607694e-10,0.000495097266798
E5,generic,0.0,200,6,0.25,0.5,persistent_cc_dca,GREEN,1084,0,123,,-2.532485169146843,9.638013030120445e-07,0.23073771200006302,5,0.004783416530639,0.0,7.0309656191462205e-15,2.221580343319835e-15,0.0025542031744150004
E5,generic,0.0,400,6,0.1,0.1,persistent_cc_dca,GREEN,836,0,128,,-2.5022314900977918,9.954194229141283e-07,0.387663542000154,5,2.6898483440618293e-12,0.0,6.30664044833736e-15,1.334291088597605e-12,0.001342363222596
E5,generic,0.0,400,6,0.1,0.5,persistent_cc_dca,GREEN,816,0,128,,-2.528888190234378,9.565851342441671e-07,0.368505303999882,5,3.816058580241588e-12,4.6629367034256575e-14,6.5136398263324215e-15,2.3346340319609234e-13,0.006789026850328001
E5,generic,0.0,400,6,0.25,0.1,persistent_cc_dca,GREEN,1919,0,128,,-2.502783778733215,1.0045344556921649e-06,0.49638535299982306,5,9.802825218230282e-12,0.0,6.008878524260639e-15,4.458744801393234e-13,0.001345311605157
E5,generic,0.0,400,6,0.25,0.5,persistent_cc_dca,GREEN,1827,0,128,,-2.542406661543334,9.650815080989853e-07,0.50913714599983,5,8.79785133633959e-12,4.6629367034256575e-15,6.175569785038963e-15,2.3348026322996808e-14,0.007150602289762001
E5,gap,0.1,200,7,,,persistent_cc_dca,GREEN,1655,1,123,16.0,-2.499999999994933,1.0066933562861551e-06,0.27603351500010803,5,,,,,
E5,gap,0.25,200,7,,,persistent_cc_dca,GREEN,669,1,123,15.0,-2.4999999999979883,1.003397430598249e-06,0.20158182800014401,5,,,,,
E5,gap,0.5,200,7,,,persistent_cc_dca,GREEN,340,1,123,14.0,-2.49999999999904,9.803628961483585e-07,0.15943898100022103,5,,,,,
E5,gap,1.0,200,7,,,persistent_cc_dca,GREEN,181,1,123,13.0,-2.499999999999546,9.539452101603018e-07,0.145586924999861,5,,,,,
E5,gap,2.0,200,7,,,persistent_cc_dca,GREEN,71,1,123,15.0,-2.499999999999767,9.663902373469202e-07,0.164712338999834,5,,,,,
E5,multiplicity,1.0,200,7,,,persistent_cc_dca,GREEN,71,1,123,15.0,-2.499999999999767,9.663902373469202e-07,0.146278253999753,5,,,,,
E5,multiplicity,2.0,200,7,,,persistent_cc_dca,GREEN,86,1,123,15.0,-2.499999999999749,1.005806293708772e-06,0.17869302000008203,5,,,,,
E5,multiplicity,4.0,200,7,,,persistent_cc_dca,GREEN,80,1,123,15.0,-2.49999999999984,8.01660777828132e-07,0.17212882200010401,5,,,,,
E5,multiplicity,8.0,200,7,,,persistent_cc_dca,GREEN,84,1,123,15.0,-2.499999999999771,9.564155135181581e-07,0.17877167899996402,5,,,,,
E5,multiplicity,16.0,200,7,,,persistent_cc_dca,GREEN,78,1,123,14.0,-2.499999999999822,8.470884750808883e-07,0.146923182999671,5,,,,,
E5,extra_negative,0.0,200,7,,,persistent_cc_dca,GREEN,71,1,123,15.0,-2.499999999999767,9.663902373469202e-07,0.179944020999755,5,,,,,
E5,extra_negative,2.0,200,7,,,persistent_cc_dca,GREEN,71,1,123,15.0,-2.499999999999751,9.968832344294939e-07,0.17696750100003503,5,,,,,
E5,extra_negative,5.0,200,7,,,persistent_cc_dca,GREEN,74,1,123,15.0,-2.49999999999984,8.011335735420969e-07,0.15274010899975102,5,,,,,
E5,extra_negative,10.0,200,7,,,persistent_cc_dca,GREEN,74,1,123,14.0,-2.499999999999753,9.937992172686057e-07,0.15129635799985403,5,,,,,
E5,extra_negative,20.0,200,7,,,persistent_cc_dca,GREEN,75,1,123,13.0,-2.499999999999745,1.008579001125269e-06,0.177442674999838,5,,,,,
E5,dimension,100.0,100,7,,,persistent_cc_dca,GREEN,82,1,100,15.0,-2.499999999999795,9.057415737477452e-07,0.08797937999997801,5,,,,,
E5,dimension,200.0,200,7,,,persistent_cc_dca,GREEN,71,1,123,15.0,-2.499999999999767,9.663902373469202e-07,0.14755114799982,5,,,,,
E5,dimension,400.0,400,7,,,persistent_cc_dca,GREEN,88,1,128,15.0,-2.499999999999818,8.509836140136428e-07,0.301486534000105,5,,,,,
E5,dimension,800.0,800,7,,,persistent_cc_dca,GREEN,74,1,132,15.0,-2.499999999999772,9.560629783242275e-07,0.36575173799974403,5,,,,,
E5,generic,0.0,100,7,0.1,0.1,persistent_cc_dca,GREEN,226,0,100,,-2.498953462742871,1.0037792570508678e-06,0.09098390700000801,5,0.003427519856155,2.7358559862022948e-11,7.936979828739e-15,1.368396986140797e-10,0.001714246078796
E5,generic,0.0,100,7,0.1,0.5,persistent_cc_dca,GREEN,232,0,100,,-2.508141104745382,9.35699035864191e-07,0.09101365199967401,5,0.017079112950219,0.0,7.766304111494567e-15,1.3345592319248613e-13,0.008600383000552
E5,generic,0.0,100,7,0.25,0.1,persistent_cc_dca,GREEN,568,0,100,,-2.4992423785914513,9.929212836177234e-07,0.10654950899970501,5,0.003426061885994,2.6572744005193272e-11,6.946940093854232e-15,1.329092915117803e-10,0.00171497101711
E5,generic,0.0,100,7,0.25,0.5,persistent_cc_dca,GREEN,597,0,100,,-2.515439137287482,9.69933300938035e-07,0.10390591700024701,5,0.016895224930328002,0.0,7.264143468463546e-15,6.339271072427641e-14,0.008691024488717001
E5,generic,0.0,200,7,0.1,0.1,persistent_cc_dca,GREEN,435,0,123,,-2.5091032348580793,9.848438146759736e-07,0.18376737000016802,5,1.970867913314578e-12,1.887379141862766e-14,5.57294637988014e-15,9.452612734164345e-14,0.008327433795312
E5,generic,0.0,200,7,0.1,0.5,persistent_cc_dca,GREEN,388,0,123,,-2.560818483329004,9.629237336325987e-07,0.18259472699992302,5,1.5516476992161178e-12,0.0,5.9470114750037014e-15,3.806428594332354e-14,0.041950117366938
E5,generic,0.0,200,7,0.25,0.1,persistent_cc_dca,GREEN,987,0,123,,-2.509637081527606,1.0069168149972041e-06,0.22100593899995102,5,4.621192317699751e-12,0.0,6.363279612365608e-15,1.940570475436387e-13,0.008339524390543
E5,generic,0.0,200,7,0.25,0.5,persistent_cc_dca,GREEN,755,0,123,,-2.5730664752683943,9.658127037562837e-07,0.19701959599979002,5,2.750244476601437e-12,0.0,6.660484622671701e-15,5.873448234144943e-13,0.043214352464263
E5,generic,0.0,400,7,0.1,0.1,persistent_cc_dca,GREEN,1132,0,128,,-2.508290533123686,9.968170395278017e-07,0.399925775000156,5,3.824496275228739e-12,0.0,5.631475593835955e-15,1.945791524412285e-14,0.007466276733621001
E5,generic,0.0,400,7,0.1,0.5,persistent_cc_dca,GREEN,771,0,128,,-2.557708377513958,9.585652764382047e-07,0.39001810399986403,5,2.291633549589278e-11,3.976596829602386e-12,5.492410553629756e-15,2.003274612307512e-11,0.037660839526991
E5,generic,0.0,400,7,0.25,0.1,persistent_cc_dca,GREEN,2192,0,128,,-2.508804871637798,1.007285536619642e-06,0.552104675000009,5,9.090950214840632e-12,0.0,7.451836978342436e-15,5.837389635051599e-14,0.007479197187576001
E5,generic,0.0,400,7,0.25,0.5,persistent_cc_dca,GREEN,1271,0,128,,-2.569469405805863,9.640938591872871e-07,0.415075718000025,5,5.7696070143720135e-12,8.104628079763643e-14,7.256920585085738e-15,4.083803073236758e-13,0.038853150379055006
E5,gap,0.1,200,8,,,persistent_cc_dca,GREEN,1655,1,123,16.0,-2.499999999994932,1.0066909203538278e-06,0.258901614999558,5,,,,,
E5,gap,0.25,200,8,,,persistent_cc_dca,GREEN,669,1,123,15.0,-2.499999999997989,1.002835231104475e-06,0.22546042100020702,5,,,,,
E5,gap,0.5,200,8,,,persistent_cc_dca,GREEN,340,1,123,14.0,-2.499999999999051,9.741672334050249e-07,0.18557299400026703,5,,,,,
E5,gap,1.0,200,8,,,persistent_cc_dca,GREEN,163,1,123,13.0,-2.499999999999575,9.214113412064124e-07,0.176595627000097,5,,,,,
E5,gap,2.0,200,8,,,persistent_cc_dca,GREEN,76,1,123,15.0,-2.499999999999759,9.838247111213914e-07,0.14704356399988602,5,,,,,
E5,multiplicity,1.0,200,8,,,persistent_cc_dca,GREEN,76,1,123,15.0,-2.499999999999759,9.838247111213914e-07,0.189401226999962,5,,,,,
E5,multiplicity,2.0,200,8,,,persistent_cc_dca,GREEN,71,1,123,15.0,-2.499999999999759,9.788275551052434e-07,0.187235915000201,5,,,,,
E5,multiplicity,4.0,200,8,,,persistent_cc_dca,GREEN,86,1,123,15.0,-2.499999999999786,9.230839101208098e-07,0.17666440599987202,5,,,,,
E5,multiplicity,8.0,200,8,,,persistent_cc_dca,GREEN,84,1,123,15.0,-2.499999999999819,8.479165362960593e-07,0.198485158999574,5,,,,,
E5,multiplicity,16.0,200,8,,,persistent_cc_dca,GREEN,85,1,123,14.0,-2.499999999999761,9.726589512415474e-07,0.187478660000124,5,,,,,
E5,extra_negative,0.0,200,8,,,persistent_cc_dca,GREEN,76,1,123,15.0,-2.499999999999759,9.838247111213914e-07,0.19701691799991702,5,,,,,
E5,extra_negative,2.0,200,8,,,persistent_cc_dca,GREEN,83,1,123,15.0,-2.499999999999765,9.672042926962102e-07,0.15401588599979701,5,,,,,
E5,extra_negative,5.0,200,8,,,persistent_cc_dca,GREEN,83,1,123,15.0,-2.499999999999774,9.515411788997253e-07,0.15851181499965603,5,,,,,
E5,extra_negative,10.0,200,8,,,persistent_cc_dca,GREEN,83,1,123,14.0,-2.499999999999755,9.876269727932026e-07,0.17349405499999102,5,,,,,
E5,extra_negative,20.0,200,8,,,persistent_cc_dca,GREEN,83,1,123,13.0,-2.4999999999997993,8.97678419194836e-07,0.17927757699999303,5,,,,,
E5,dimension,100.0,100,8,,,persistent_cc_dca,GREEN,76,1,100,15.0,-2.499999999999761,9.768020358506438e-07,0.09388998499980501,5,,,,,
E5,dimension,200.0,200,8,,,persistent_cc_dca,GREEN,76,1,123,15.0,-2.499999999999759,9.838247111213914e-07,0.152553842000088,5,,,,,
E5,dimension,400.0,400,8,,,persistent_cc_dca,GREEN,76,1,128,15.0,-2.499999999999787,9.213678364566647e-07,0.240480978999585,5,,,,,
E5,dimension,800.0,800,8,,,persistent_cc_dca,GREEN,81,1,132,15.0,-2.499999999999769,9.601134194930263e-07,0.390054639000027,5,,,,,
E5,generic,0.0,100,8,0.1,0.1,persistent_cc_dca,GREEN,261,0,100,,-2.505463331530578,1.00482687367812e-06,0.09270836199993901,5,2.619819916560573e-10,5.216227449977849e-11,3.909626106628268e-15,2.610328263858047e-10,0.004245479880543
E5,generic,0.0,100,8,0.1,0.5,persistent_cc_dca,GREEN,258,0,100,,-2.55145979586159,9.460750209022858e-07,0.09744320000027001,5,7.540634783254063e-13,0.0,3.754634245102476e-15,7.35904804837371e-14,0.021546370978396002
E5,generic,0.0,100,8,0.25,0.1,persistent_cc_dca,GREEN,655,0,100,,-2.506339450134581,9.838275807374255e-07,0.12475759399967501,5,-2.34434693879848e-10,0.0,5.579802182927786e-15,2.368400621875561e-10,0.004259146657359001
E5,generic,0.0,100,8,0.25,0.5,persistent_cc_dca,GREEN,653,0,100,,-2.572019461058159,9.43896957453372e-07,0.103152840999882,5,1.789235426485902e-12,0.0,6.26756905578931e-15,4.5284603343689506e-13,0.023244402567999003
E5,generic,0.0,200,8,0.1,0.1,persistent_cc_dca,GREEN,396,0,123,,-2.501143929385356,9.931851503542076e-07,0.167275179999705,5,-6.519677686611658e-09,0.0,7.132464243937344e-15,6.521649589991107e-09,0.00024151999369700003
E5,generic,0.0,200,8,0.1,0.5,persistent_cc_dca,GREEN,396,0,123,,-2.523763093392445,9.502533223951877e-07,0.199036159000115,5,2.8303137611374037e-11,5.299982674955572e-12,7.283068632989301e-15,2.6506351487862102e-11,0.001214742288623
E5,generic,0.0,200,8,0.25,0.1,persistent_cc_dca,GREEN,931,0,123,,-2.501548022428069,9.990931829857252e-07,0.21464787600007101,5,-6.067420788014033e-09,0.0,6.2603655488343046e-15,6.0725573638688554e-09,0.000241722845327
E5,generic,0.0,200,8,0.25,0.5,persistent_cc_dca,GREEN,926,0,123,,-2.533844822357096,9.630303785382746e-07,0.21375382399992301,5,9.917400234371598e-12,1.038280572629446e-12,6.422316308489125e-15,5.192691545445029e-12,0.0012411696142340001
E5,generic,0.0,400,8,0.1,0.1,persistent_cc_dca,GREEN,994,0,128,,-2.499549603449291,9.94970091058103e-07,0.355154632999983,5,0.0032278137715740004,0.0,7.29682708169976e-15,9.890875539859065e-10,0.0016217564835050002
E5,generic,0.0,400,8,0.1,0.5,persistent_cc_dca,GREEN,1159,0,128,,-2.521544773534153,9.609854670606508e-07,0.403850944000168,5,0.015150892061653001,0.0,7.967851817398223e-15,1.9462194758349672e-13,0.008567603515178001
E5,generic,0.0,400,8,0.25,0.1,persistent_cc_dca,GREEN,2416,0,128,,-2.5005162832372543,1.0057584561916779e-06,0.5627027829996221,5,0.003185709185164,0.0,8.111104872524425e-15,9.880697589616667e-10,0.001641708246112
E5,generic,0.0,400,8,0.25,0.5,persistent_cc_dca,GREEN,4648,0,128,,-2.557680085524515,9.679315154906971e-07,0.8423796320003021,5,1.298072760391733e-11,2.2426505097428162e-14,7.133469419054858e-15,1.1239370409469281e-13,0.011645979006419001
E5,gap,0.1,200,9,,,persistent_cc_dca,GREEN,1655,1,123,16.0,-2.499999999994933,1.006693474176985e-06,0.22870981400001203,5,,,,,
E5,gap,0.25,200,9,,,persistent_cc_dca,GREEN,669,1,123,15.0,-2.499999999997978,1.005623827429293e-06,0.196593115999803,5,,,,,
E5,gap,0.5,200,9,,,persistent_cc_dca,GREEN,340,1,123,14.0,-2.49999999999901,9.955369482053735e-07,0.18470729299997402,5,,,,,
E5,gap,1.0,200,9,,,persistent_cc_dca,GREEN,165,1,123,13.0,-2.499999999999548,9.506434041647209e-07,0.177445814999828,5,,,,,
E5,gap,2.0,200,9,,,persistent_cc_dca,GREEN,80,1,123,15.0,-2.4999999999998233,8.447581033522875e-07,0.15702427899987,5,,,,,
